primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
Jirí Lábus,1950,NA,"actor,writer,soundtrack","tt2332573,tt5783476,tt0182728,tt0109101",5.702747545231211,nm0529432,"Comedy,Family,Music, Comedy,Fantasy,Horror, Comedy,Family,Fantasy, Crime, Comedy, Family,Fantasy, Comedy,Horror,Sci-Fi, Animation,Comedy,Horror, Drama,Horror, Comedy,Crime, Comedy,Drama, Drama,Fantasy,Mystery, Animation,Fantasy,Horror, Animation,Comedy,Fantasy, Animation,Comedy,History, Fantasy, Comedy,Romance, Crime,Drama, Drama, Comedy,Musical, Comedy,Fantasy, Animation,Comedy,Family, Comedy,Family, Family, Action,Comedy,Drama"
Dionysis Papagiannopoulos,1912,1984,actor,"tt0064127,tt0196750,tt0144869,tt0130120",6.0184958001253825,nm0660362,"Comedy,Drama,War, Comedy, Drama,Romance, Comedy,Drama, Adventure,Biography,History, Adventure,Drama, Comedy,Romance, Crime,Drama, Drama, Comedy,Musical, Comedy,Drama,Musical, Comedy,Drama,Romance, Comedy,Western, Adventure,Drama,Romance"
Ashutosh Rana,1967,NA,"actor,music_department","tt12844910,tt0111068,tt7430722,tt0189492",6.012765564963953,nm0709359,"Thriller, Action,Thriller, Crime,Drama,Thriller, Action, Comedy, Action,Drama,Mystery, Drama,Horror,Musical, Horror,Mystery,Thriller, Action,Romance,Thriller, Action,Crime,Musical, Drama,Romance, Crime,Drama,Romance, Comedy,Drama, Action,Drama, Action,Adventure,Animation, Action,Crime,Drama, Action,Comedy,Mystery, Drama, Action,Comedy,Crime, Action,Adventure,Thriller, Action,Biography,Drama, Adventure,Fantasy, Action,Drama,Thriller, Biography,Drama,Thriller, Comedy,Drama,Romance, Action,Crime,Thriller, Drama,Thriller"
S.V. Ranga Rao,1918,1974,"actor,producer,director","tt0260789,tt0186848,tt0187604,tt0249795",6.655616096676239,nm0710036,"Comedy,Drama,Mystery, Comedy, Adventure,Drama,Thriller, Comedy,Drama, Musical,Romance, Comedy,Drama,Family, Drama,History,Musical, Action,Adventure,Family, Crime,Drama, Action,Adventure,Drama, Drama,Fantasy,Musical, Action,Comedy,Drama, Drama,Family,Fantasy, Adventure,Drama,Fantasy, Drama,Musical,Romance, Drama,Family,Romance, Drama,Fantasy, Drama,Romance, Action,Drama, Action,Drama,History, Drama,Family, Drama,Family,Music, Drama, Adventure,Fantasy, Drama,Family,Musical, Comedy,Drama,Romance, Family, Drama,Musical"
Karel Roden,1962,NA,"actor,producer,soundtrack","tt0372183,tt1148204,tt0167190,tt1032755",5.380459862462831,nm0734558,"Thriller, Action,Comedy,Fantasy, Action, Horror,Musical, Crime, Comedy, Drama,Romance,War, Biography,Comedy,Drama, Comedy,Crime, Comedy,Drama, Western, Documentary, Drama,Mystery,Thriller, Crime,Thriller, Crime,Drama, Action,Adventure,Drama, Romance, Horror,Mystery,Thriller, Drama,History, Biography, Biography,Drama,History, Adventure,Crime,Drama, Biography,Drama,Fantasy, Comedy,Romance, Drama, Mystery,Thriller, Animation,Drama, Comedy,Fantasy, Drama,Sci-Fi, Comedy,Drama,Romance, Family, Drama,Thriller, Drama,History,War, Sci-Fi"
Satish Shah,1951,NA,"actor,producer","tt1518542,tt0085743,tt0347473,tt0347304",5.630053787571808,nm0787474,"Action,Thriller, Action, Comedy, Drama,Fantasy,Romance, Comedy,Drama, Drama,Romance, Action,Drama, Drama,Family, Comedy,Crime,Drama, Action,Drama,Musical, Comedy,Drama,Family, Fantasy, Action,Crime,Drama, Comedy,Romance, Drama, Comedy,Drama,Music, Romance, Mystery,Thriller, Action,Drama,Romance, Action,Drama,Thriller, Comedy,Drama,Romance, Comedy,Family,Thriller"
Marc Wallice,1959,NA,"actor,director,editor","tt0128771,tt0138300,tt0182141,tt0410718",6.197525293271852,nm0909145,"Adult,Crime,Drama, Adult,Mystery,Romance, Adult,Mystery, Adult,Crime,Mystery, Adult,Romance, Adult, Adult,Crime,Romance, Adult,Drama,Romance, Adult,Comedy,Romance, Adult,Drama, Adult,Comedy"
Nikos Xanthopoulos,1934,2023,"actor,music_department,soundtrack","tt0231618,tt0196858,tt0252862,tt0196317",4.240036394641787,nm0944358,"Adventure,Drama,Musical, Adventure,Drama, Comedy,Romance, Crime,Drama, Drama,Music, Comedy, Drama, Drama,Romance,War, Crime,Drama,Romance, Drama,Romance, Drama,Musical"
Biao Yuen,1957,NA,"actor,stunts,miscellaneous","tt0184894,tt0094374,tt0085127,tt0085211",5.6404133661486116,nm0950707,"Action,Thriller, Action, Action,Comedy,Horror, Action,Fantasy, Action,Comedy, Action,Adventure, Action,Drama, Action,Drama,Fantasy, Action,Adventure,Comedy, Action,Comedy,Romance, Adventure,Comedy,Fantasy, Action,Comedy,Western, Comedy,Romance, Action,Adventure,Drama, Drama, Action,Comedy,Crime, Action,Adventure,Fantasy, Action,Biography,Drama, Comedy,Sport, Action,Crime,Thriller, Action,Comedy,Thriller, Action,Comedy,Drama, Action,Adventure,War"
Dennis Padilla,NA,NA,"actor,writer,soundtrack","tt7550632,tt5586022,tt0368323,tt0424213",5.762550435207442,nm1106048,"Action, Comedy, Action,Comedy, Drama,Horror, Drama,Romance, Action,Drama, Action,Adventure,Comedy, Action,Comedy,Romance, Comedy,Romance, Action,Comedy,Western, Action,Romance, Action,Comedy,Mystery, Drama, Romance, Action,Adventure,Fantasy, Comedy,Drama,Romance, Drama,Music,Romance"
K.S. Ashwath,1925,2010,actor,"tt0232152,tt2355603,tt1392100,tt0263774",6.955170750811801,nm1154608,"Action, Drama,Musical,Romance, Drama,Romance,War, Biography,Drama,Musical, Drama,Horror, Drama,History, Music, Horror,Romance,Thriller, Drama,Romance, Action,Drama, Comedy,Drama, Musical,Romance, Biography,Drama,History, Fantasy, Crime,Drama,Mystery, Drama, Action,Crime,Thriller, Drama,Musical, Musical, Drama,Fantasy,Thriller"
Baburaj,1970,NA,"actor,writer,director","tt1988774,tt1606181,tt13206926,tt2278074",5.118015809016176,nm2055008,"Thriller, Comedy,Fantasy,Horror, Action,Thriller, Action, Comedy, Action,Comedy, Drama,Horror, Comedy,Drama, Action,Drama, Drama,Romance, Drama,Family, Crime,Thriller, Action,Musical,Thriller, Action,Crime,Drama, Drama, Romance, Action,Comedy,Thriller, Drama,Thriller, Drama,Musical"
Rajkummar Rao,1984,NA,actor,"tt3322420,tt7212754,tt6484982,tt2181831",6.1218409480167235,nm3822770,"Comedy,Drama,Mystery, Comedy, Drama,Sport, Comedy,Drama,Sport, Drama,History, Adventure,Comedy,Drama, Action,Biography,Crime, Drama,Romance, Comedy,Drama, Comedy,Crime,Drama, Action,Drama,Fantasy, Crime,Drama, Comedy,Romance, Action,Crime,Drama, Action,Comedy,Crime, Comedy,Drama,Music, Biography,Drama, Drama,Horror,Mystery, Comedy,Drama,Romance, Drama,Thriller, Comedy,Horror"
James Mason,1909,1984,"actor,producer,writer","tt0056193,tt0047522,tt0084855,tt0053125",6.069084017931739,nm0000051,"Thriller, Comedy,Fantasy,Romance, Action,Drama,War, Comedy,Drama,Mystery, Adventure,Mystery,Romance, Comedy, Biography,Comedy,Drama, Drama,Mystery,Sci-Fi, Crime,Drama,Film-Noir, Comedy,Crime, Comedy,Drama, Western, Documentary, Drama,Mystery,Thriller, Crime,Film-Noir,Thriller, Crime,Thriller, Crime,Drama, Crime,Drama,Mystery, Action,Adventure,Drama, Drama,Mystery, Mystery,Romance,Thriller, Action,Drama,Romance, Drama,History,Romance, Adventure,Drama,Romance, Adventure,Animation,Family, Drama,Musical,Romance, Drama,Horror,Sci-Fi, Comedy,Crime,Thriller, Comedy,Romance,Western, Drama,History, Adventure,Drama,History, Drama,Romance, Crime,Drama,Romance, Drama,Fantasy,Mystery, Crime,Mystery,Thriller, Drama,Fantasy,Music, Drama,Western, Biography,Drama,History, Adventure,Crime,Drama, Action,Crime,Drama, Biography,Drama,War, Drama, Drama,War, Action,Adventure,Thriller, Comedy,Fantasy, Adventure,Family,Fantasy, Fantasy,Mystery,Thriller, Action,Adventure,Mystery, Comedy,Drama,Romance, Adventure,Drama,Family, Drama,History,War"
James Woods,1947,NA,"actor,producer,director","tt0119282,tt0086541,tt0159097,tt0120877",6.060582102247961,nm0000249,"Action,Thriller, Crime,Drama,Thriller, Animation,Family, Comedy,Drama, Documentary, Horror,Sci-Fi,Thriller, Adventure,Animation,Comedy, Crime,Drama,Mystery, Crime,Drama, Action,Adventure,Crime, Action,Horror,Thriller, Action,Drama,Thriller, Action,Comedy,Drama, Action,Animation,Comedy, Action,Animation,Drama, Drama,Sport, Drama,Fantasy, Comedy,Horror,Thriller, Drama,History, Drama,Romance, Drama,Family, Drama,History,Thriller, Biography,Drama,History, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Biography,Drama, Biography,Crime,Drama, Comedy,Drama,Romance, Drama,Thriller"
Mel Blanc,1908,1989,"actor,soundtrack,music_department","tt0077278,tt0094939,tt0096438,tt0078915",5.808140806626993,nm0000305,"Animation,Comedy,Crime, Adventure,Animation,Comedy, Animation,Documentary,Family, Animation,Family, Animation, Animation,Comedy,Family, Animation,Comedy, Documentary, Action,Adventure,Animation, Adventure,Animation,Family"
Brendan Fraser,1968,NA,"actor,producer,soundtrack","tt0209163,tt0375679,tt0120616,tt13833688",5.6015608884783274,nm0000409,"Crime,Drama,Thriller, Comedy,Crime,Music, Comedy, Comedy,Drama,Sport, Comedy,Drama, Documentary, Drama,Mystery,Thriller, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Action,Adventure,Comedy, Adventure,Animation,Comedy, Crime,Drama, Action,Adventure,Family, Drama,Romance,Thriller, Crime,Mystery,Thriller, Action,Adventure,Animation, Comedy,Drama,Thriller, Action,Crime,Drama, Drama, Action,Comedy,Crime, Biography,Drama, Action,Adventure,Fantasy, Comedy,Family,Romance, Comedy,Fantasy, Animation,Comedy, Adventure,Family,Fantasy, Comedy,Drama,Romance, Comedy,Family"
Ving Rhames,1959,NA,"actor,producer,writer","tt0110912,tt0120755,tt0163988,tt2381249",5.809499036875152,nm0000609,"Action,Thriller, Crime,Drama,Thriller, Comedy, Horror, Documentary, Comedy,Crime,Drama, Action,Horror, Crime,Drama, Action,Adventure,Crime, Action,Crime,Mystery, Action,Crime,Thriller, Comedy,Horror, Comedy,Horror,Sci-Fi, Horror,Mystery,Thriller, Drama,History, Crime,Mystery,Thriller, Action,Drama, Action,Adventure,Horror, Action,Adventure,Animation, Action,Drama,History, Action,Crime,Drama, Action,Sci-Fi,Thriller, Drama, Action,Adventure,Thriller, Biography,Drama,Sport, Biography,Drama, Biography,Crime,Drama, Action,Crime,Romance, Action,Crime, Drama,Thriller, Drama,Fantasy,Thriller"
Kiefer Sutherland,1966,NA,"actor,producer,miscellaneous","tt1527186,tt0285331,tt0790686,tt0183649",5.933592805402888,nm0000662,"Thriller, Action,Drama,War, Crime,Drama,Thriller, Drama,Romance,Western, Horror,Mystery, Action,Romance,Thriller, Comedy,Drama, Documentary, Comedy,Crime,Drama, Comedy,Mystery,Sci-Fi, Action,Adventure,Comedy, Crime,Thriller, Adventure,Animation,Comedy, Action,Adventure,Crime, Crime,Drama,Mystery, Action,Adventure,Drama, Documentary,Sport, Drama,Horror,Mystery, Action,Drama,Thriller, Action,Crime,Thriller, Adventure,Animation,Family, Fantasy,Mystery,Sci-Fi, Drama,Horror,Sci-Fi, Drama,Romance,Thriller, Crime,Drama,Romance, Crime,Mystery,Thriller, Drama,Romance, Action,Drama,Western, Action,Adventure,Romance, Action,Crime,Drama, Drama, Action,Comedy,Crime, Drama,War, Documentary,History,Music, Biography,Drama, Drama,Sci-Fi, Comedy,Drama,Romance, Drama,Thriller"
Brion James,1945,1999,"actor,producer","tt0083658,tt0108238,tt0099044,tt0119116",4.893287870152138,nm0001397,"Thriller, Comedy,Fantasy,Horror, Action, Crime,Drama,Thriller, Crime, Comedy, Adventure,Sci-Fi,Western, Action,Comedy, Horror, Comedy,Crime,Horror, Action,Sci-Fi, Comedy,Sci-Fi, Horror,Sci-Fi,Thriller, Crime,Thriller, Crime,Drama,Mystery, Action,Adventure,Drama, Action,Drama,Thriller, Crime,Horror,Mystery, Adventure,Drama,Romance, Comedy,Drama,Horror, Adventure, Action,Drama, Drama,Western, Horror,Sci-Fi, Comedy,Drama,Thriller, Adventure,Drama, Action,Adventure,Sci-Fi, Romance,Sci-Fi,Thriller, Drama, Action,Comedy,Crime, Mystery,Thriller, Sci-Fi"
Sidney Poitier,1927,2022,"actor,director,producer","tt0061735,tt0051525,tt0057251,tt0061811",6.018900840739211,nm0001627,"Action,Drama,War, Adventure,Drama,Western, Drama,Musical,Romance, Drama,Sport, Crime,Drama,Film-Noir, Comedy,Crime, Drama,Romance, Comedy,Drama, Drama,Mystery,Thriller, Documentary, Crime,Drama,Romance, Documentary,Drama, Comedy,Crime,Drama, Adventure,Drama, Action,Crime,Drama, Crime,Drama,Mystery, Action,Adventure,Crime, Crime,Drama, Drama, Action,Comedy,Crime, Action,Adventure,Drama, Drama,Sci-Fi, Drama,Thriller,Western, Comedy,Drama,Romance, Drama,Thriller, Drama,Music,Romance, Adventure,Drama,Romance"
Vincent Spano,NA,NA,"actor,director,producer","tt0106246,tt0086216,tt0088960,tt0085208",5.371374239814371,nm0001759,"Thriller, Family,Mystery, Crime,Drama,Thriller, Drama,Horror,Sci-Fi, Action,Horror,Sci-Fi, Comedy, Drama,Romance,War, Adventure,War, Action,Drama,Sci-Fi, Comedy,Drama, Western, Drama,Mystery,Thriller, Drama,Romance, Comedy,Crime,Drama, Adventure,Biography,Drama, Crime,Drama, Action,Crime,Drama, Comedy,Romance,Sci-Fi, Action,Sci-Fi,Thriller, Drama, Crime,Drama,Mystery, Mystery,Thriller, Adventure,Family, Comedy,Drama,Romance, Drama,Thriller"
Patrick Stewart,1940,NA,"actor,producer,soundtrack","tt0120844,tt0092455,tt0117731,tt3315342",6.293826267769914,nm0001772,"Action,Thriller, Comedy, Action,Drama,Mystery, Action,Drama,Sci-Fi, Comedy,Drama, Documentary, Comedy,Crime,Drama, Animation,Fantasy, Crime,Thriller, Documentary,History,War, Adventure,Animation,Comedy, Action,Adventure,Drama, Adventure,Documentary, Drama,History,Romance, Action,Comedy,Thriller, Drama,Family,Fantasy, Drama,Fantasy, Biography,Documentary,History, Drama,Romance, Action,Adventure,Animation, Drama,Western, Crime,Drama,Horror, Documentary,Sci-Fi, Comedy,Romance, Action,Sci-Fi,Thriller, Action,Adventure,Sci-Fi, Drama,Music, Drama, Action,Comedy,Crime, Action,Adventure,Fantasy, Adventure,Documentary,Drama, Action,Adventure,Mystery, Drama,Thriller"
Broderick Crawford,1911,1986,"actor,producer,soundtrack","tt0034965,tt0041113,tt0043812,tt0042276",5.6978297314782465,nm0002024,"Action, Action,War, Crime, Comedy, Horror, Drama,Horror,Thriller, Crime,Drama,Film-Noir, Western, Horror,Mystery,Sci-Fi, Documentary, Comedy,Crime,Drama, Crime,Drama,Mystery, Crime,Drama, Action,Drama,Thriller, Drama,Family,Fantasy, Adventure,Drama,Romance, Adventure,Crime,Mystery, Drama,Fantasy,Horror, Drama,Western, Drama,Film-Noir,Romance, Adventure,Crime,Drama, Action,Crime,Drama, Action,Adventure,Western, Drama,War, Biography,Drama, Action,Adventure,Fantasy, Comedy,Musical, Comedy,Drama,Romance"
Gert Fröbe,1913,1988,"actor,soundtrack,writer","tt0062803,tt0058150,tt0051588,tt0060814",5.546328678258359,nm0002085,"Crime,Drama,Thriller, Action, Crime, Comedy, Comedy,Crime, Crime,Drama,Romance, Drama,Romance, Crime,Mystery,Thriller, Comedy,Drama, Drama,Mystery,Thriller, Comedy,Crime,Drama, Biography,Drama,History, Crime,Drama, Action,Adventure,Drama, Drama, Drama,War, Action,Adventure,Thriller, Crime,Mystery,Sci-Fi, Comedy,Family, Drama,Thriller, Drama,Musical, Crime,Horror,Mystery"
Karlheinz Böhm,1928,2014,"actor,assistant_director,director","tt0049762,tt0054167,tt0048624,tt0050974",6.073974654711546,nm0003337,"Thriller, Action,Thriller, Comedy, Drama,Horror,Thriller, Drama,History, Crime,Drama,Romance, Drama,Romance, Comedy,Drama, Comedy,War, Adventure,Drama, Adventure,Romance, Adventure,Crime,Drama, Comedy,Romance, Drama, Drama,War, Romance, Adventure,Animation,Biography, Comedy,Musical,Romance, Drama,History,Romance, Drama,Thriller, Comedy,Drama,History"
Stefano Accorsi,1971,NA,"actor,writer,director","tt0274497,tt10256570,tt3270896,tt4300480",5.615631774839473,nm0009629,"Comedy, Drama,Sport, Sci-Fi,Thriller, Biography,Drama,Romance, Drama,Romance, Comedy,Drama, Documentary, Comedy,Crime,Drama, Drama, Drama,War, Romance, Biography,Drama, Comedy,Drama,Romance, Adventure,Drama,Family, Drama,Thriller, Drama,History,War"
Adel Adham,1928,1996,actor,"tt0191771,tt3834970,tt0376703,tt15542142",5.6425877307142445,nm0011964,"Thriller, Action, Crime, Horror,Mystery, Comedy,Crime, Comedy,Crime,Drama, Crime,Thriller, Crime,Drama,Mystery, Crime,Drama, Romance, Crime,Drama,Musical, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Drama,Musical, Adventure,Comedy, Musical, Adventure,Drama,Musical, History, Drama,Fantasy,Romance, Drama,Romance,Thriller, Crime,Drama,Romance, Drama,Romance, Comedy,Mystery, Crime,Mystery,Thriller, Adventure,Drama, Action,Crime,Drama, Drama, Action,Comedy,Crime, Biography,Crime,Drama, Drama,Thriller"
Kenny Bee,1952,NA,"actor,music_department,soundtrack","tt2417568,tt0439630,tt0091091,tt0114424",5.462771693318539,nm0066223,"Action,Comedy,Fantasy, Comedy,Fantasy,Romance, Comedy,Fantasy,Horror, Comedy, Action,Comedy, Comedy,Horror,Romance, Action,Romance,Thriller, Comedy,Crime, Drama,Romance, Comedy,Drama, Mystery, Comedy,Mystery,Romance, Action,Drama,Fantasy, Action,Adventure,Comedy, Crime,Thriller, Comedy,Romance, Action,Crime,Drama, Action,Romance, Drama, Romance, Comedy,Fantasy, Comedy,Musical,Romance, Action,Comedy,Thriller, Comedy,Drama,Romance, Comedy,Horror"
Bhagyaraj,1953,NA,"actor,writer,director","tt0155927,tt0155891,tt0090575,tt0155949",6.205851726069467,nm0080180,"Action,Thriller, Crime,Drama,Thriller, Action, Drama,Family,Romance, Comedy, Drama,Romance, Action,Drama, Action,Drama,Family, Action,Crime,Drama, Comedy,Romance, Action,Romance, Drama, Drama,Mystery, Romance, Action,Crime,Thriller, Comedy,Drama,Romance, Drama,Thriller, Musical, Sci-Fi"
Tanikella Bharani,1954,NA,"actor,writer,director","tt10701074,tt2742164,tt1268906,tt2631186",6.5878450378792595,nm0080238,"Thriller, Action,Comedy,Fantasy, Action,Thriller, Action, Crime, Comedy, Comedy,Crime,Horror, Horror, Action,Comedy, Biography,Drama,Musical, Drama,Horror,Thriller, Comedy,Crime, Comedy,Drama, Mystery, Comedy,Crime,Drama, Family,Romance, Horror,Thriller, Action,Adventure,Comedy, Action,Comedy,Romance, Crime,Drama, Action,Romance, Romance, Action,Drama,Romance, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Drama,Musical, Action,Comedy,Drama, Adventure,Drama,Fantasy, Drama,Family,Romance, Comedy,Crime,Thriller, Action,Comedy,Family, Drama,Romance,Thriller, Drama,Romance, Action,Drama, Action,Family,Romance, Action,Drama,History, Drama,Family, Action,Drama,Horror, Comedy,Romance, Action,Crime,Drama, Drama, Action,Comedy,Crime, Mystery,Thriller, Comedy,Drama,Romance, Family, Comedy,Family"
Josef Bierbichler,1948,NA,"actor,writer,director","tt0480057,tt3397096,tt1149362,tt0371710",5.831723890044112,nm0081547,"Biography,Drama,History, Crime,Drama, Crime, Comedy, Drama, Comedy,Crime,Thriller, Biography,Comedy,Drama, Drama,History, Crime,Drama,Romance, Drama,Romance, Comedy,Drama, Drama,Thriller, Drama,Fantasy,Thriller"
Henryk Bista,1934,1997,actor,"tt0097721,tt0093593,tt0108052,tt0095456",5.612992547488749,nm0084402,"Adventure,Family,Musical, Comedy, Action,Comedy, Comedy,Horror,Sci-Fi, Drama,History, Comedy,Drama, Drama,Romance, Comedy,Thriller, Crime,Thriller, Crime,Drama,Mystery, Action,Crime,Drama, Drama, Drama,War, Romance, Adventure,Family,Fantasy, Drama,History,Romance, Action,Adventure,War"
Pierre Bokma,1955,NA,"actor,soundtrack","tt6099952,tt0097725,tt3276008,tt0828594",5.696048000167513,nm0092592,"Thriller, Comedy,Drama,Mystery, Crime,Drama,Thriller, Comedy,Family,Fantasy, Comedy, Animation,Documentary,Drama, Adventure,Comedy,Drama, Documentary,Drama, Comedy,Drama, Documentary, Fantasy, Adventure,Animation,Comedy, Biography,Drama,War, Drama, Comedy,Drama,Music, Drama,War, Biography,Drama, Drama,Thriller"
Antonio Catania,1952,NA,actor,"tt1020116,tt0237539,tt0140603,tt0465711",5.538448793318958,nm0145951,"Thriller, Comedy, Comedy,Crime,Thriller, Biography, Comedy,Drama, Comedy,Crime,Drama, Crime,Thriller, Comedy,Romance, Crime,Drama, Action,Crime,Drama, Drama, Drama,War, Biography,Drama, Mystery,Thriller, Comedy,Family"
Tuncel Kurtiz,1936,2013,"actor,director,writer","tt0880502,tt0081092,tt0078355,tt0301825",5.984884798782454,nm0193579,"Drama,Mystery,Romance, Adventure, Comedy, Drama, Animation, Drama,Romance, Crime,Drama,Romance, Documentary, Comedy,Drama, Comedy,Crime,Drama"
Marcin Dorocinski,1973,NA,actor,"tt4190530,tt2043979,tt2785288,tt9603212",5.479189318023751,nm0233949,"Thriller, Crime,Drama,Thriller, Comedy, Comedy,Crime, Drama,Romance, Comedy,Drama, Action,Crime,Drama, Comedy,Romance, Biography,Drama,Music, Drama, Drama,Thriller,War, Drama,War, Action,Drama,Thriller, Action,Crime, Comedy,Drama,Romance"
Heinz Drache,1923,2002,actor,"tt0058549,tt0057183,tt0049788,tt0055677",6.452512138133541,nm0236621,"Crime,Romance, Crime, Comedy, Crime,Horror,Thriller, Drama,Romance, Crime,Mystery,Thriller, Drama,Mystery,Thriller, Documentary, Drama,Family, Horror,Thriller, Adventure,Drama, Crime,Drama,Mystery, Crime,Drama, Action,Crime,Drama, Drama, Comedy,Drama,Music, Mystery,Thriller, Drama,Thriller, Adventure,Crime, Crime,Horror,Mystery, Crime,Mystery"
Tatsuya Fujiwara,1982,NA,"actor,miscellaneous","tt0758742,tt0338763,tt0266308,tt5882982",5.739433001410722,nm0297885,"Thriller, Action, Crime,Drama,Thriller, Adventure, Crime, Fantasy,Mystery, Drama,Mystery,Sci-Fi, Action,Animation, Mystery, Action,Drama, Crime,Drama,Horror, Adventure,Crime,Drama, Action,Crime,Drama, Crime,Drama, Action,Adventure,Drama, Drama, Drama,Mystery, Drama,Sci-Fi, Biography,Drama,Thriller, Action,Crime,Thriller, Crime,Drama,Fantasy, Sci-Fi"
Janusz Gajos,1939,NA,"actor,director","tt0210056,tt0111507,tt0084548,tt4358230",6.032226305451705,nm0301515,"Action,Thriller, Crime,Drama,Thriller, Comedy,Drama,Sci-Fi, Action, Crime, Comedy, Drama,History, Comedy,Crime, Comedy,Drama, Comedy,Drama,Fantasy, Crime,Drama, Action,Crime,Drama, Comedy,Romance, Drama, Biography,Drama,Sport, Comedy,Fantasy, Drama,History,Romance, Action,Crime, Action,Crime,Thriller, Comedy,Drama,Romance, Action,Comedy,Drama"
Roland Giraud,1942,NA,actor,"tt0082319,tt0089484,tt0090206,tt2261749",5.396499067067132,nm0320801,"Thriller, Comedy,Music,War, Comedy, Drama, Comedy,History, Action,Crime,Thriller, Comedy,Drama,Romance, Comedy,Drama, Comedy,Family, Comedy,War"
Pascal Greggory,1954,NA,"actor,writer","tt0086087,tt0450188,tt7944348,tt0151137",5.502437493879119,nm0339621,"Thriller, Drama,Musical,Romance, Adventure, Comedy, Drama,History, Comedy,Drama, Drama,Romance, Comedy,Drama,Fantasy, Biography,Drama,History, Crime,Thriller, Fantasy, Drama,Music,Thriller, Action,Adventure,Crime, Crime,Drama, Biography,Drama,Music, Drama, Adventure,Fantasy, Action,Crime,Thriller, Comedy,Drama,Romance, Drama,Thriller, Sci-Fi"
Emilio Gutiérrez Caba,1942,NA,"actor,miscellaneous","tt1506996,tt0415421,tt0421445,tt0255067",5.606149043376331,nm0349427,"Drama,Musical,Thriller, Comedy, Horror, Horror,Mystery,Thriller, Biography, Comedy,Drama, Drama,Romance, Documentary, Biography,Drama,History, Crime,Thriller, Comedy,Romance, Crime,Drama, Drama, Mystery,Thriller, Drama,Horror,Mystery, Biography,Crime,Drama, Comedy,Drama,Romance, Comedy,Family, Drama,Thriller, Drama,Horror,Romance, Comedy,Crime,Mystery"
Dan Haggerty,1942,2016,"actor,miscellaneous,producer","tt0490086,tt0109033,tt0090578,tt0099496",5.222697966840882,nm0353624,"Action,Thriller, Adventure, Drama,Horror,Sci-Fi, Drama,Sport, Horror, Animation, Western, Horror,Mystery,Sci-Fi, Adventure,Western, Adventure,Family,Western, Comedy,Thriller, Adventure,Drama, Action,Adventure,Family, Action,Western, Drama, Drama,Horror,Mystery, Action,Adventure,Fantasy, Adventure,Family, Adventure,Family,Fantasy, Action,Crime, Drama,Family,Sci-Fi, Adventure,Drama,Family, Drama,Thriller, Adventure,Animation,Family"
Aamir Khan,1965,NA,"actor,producer,soundtrack","tt2338151,tt0986264,tt5074352,tt0169102",6.485343896930518,nm0451148,"Thriller, Comedy,Drama,Sci-Fi, Drama,Romance,War, Action,Drama,Mystery, Adventure,Comedy,Drama, Comedy,Drama, Comedy,Crime,Drama, Drama,Musical,Sport, Action,Adventure,Comedy, Action,Comedy,Romance, Crime,Drama,Mystery, Romance, Action,Drama,Romance, Comedy,Drama,Musical, Action,Comedy,Drama, Fantasy,Horror,Romance, Drama,Musical,Romance, Action,Adventure, Drama,Romance, Drama,Family, Biography,Drama,History, Action,Adventure,Romance, Action,Crime,Drama, Drama,Music, Drama, Action,Biography,Drama, Comedy,Drama,Romance, Action,Drama,Sport"
Akshay Kumar,1967,NA,"producer,writer,actor","tt0242519,tt5165344,tt4387040,tt3848892",6.11307275006944,nm0474774,"Action,Thriller, Action,Drama,War, Crime,Drama,Thriller, Comedy,Drama,Mystery, Comedy, Action,Comedy, Comedy,Family,Sci-Fi, Action,Romance,Thriller, Comedy,Crime, Comedy,Drama, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Action,Adventure,Comedy, Action,Comedy,Romance, Comedy,Drama,Family, Comedy,Romance,Sci-Fi, Crime,Drama,Mystery, Action,Drama,Romance, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Drama,Musical, Action,Comedy,Drama, Drama,Music,Romance, Adventure,Animation,Family, Action,Comedy,Horror, Drama,Musical,Romance, Action,Musical,Mystery, Drama,Sport, Drama,Romance,Thriller, Action,Fantasy,Horror, Action,Adventure, Drama,History, Drama,Romance, Action,Drama, Action,Drama,History, Action,Drama,Musical, Action,Crime,Drama, Comedy,Romance, Action,Sci-Fi,Thriller, Drama, Action,Comedy,Crime, Action,Adventure,Thriller, Comedy,Horror,Mystery, Action,Biography,Drama, Action,Adventure,Mystery, Comedy,Drama,Romance, Action,Drama,Sport"
Sai Kumar,1960,NA,"actor,miscellaneous,music_department","tt0978698,tt4432480,tt2211173,tt1603362",6.506626664872082,nm0474871,"Action,Thriller, Action, Comedy, Action,Comedy, Drama,Romance,Thriller, Drama,Fantasy, Comedy,Drama, Action,Drama, Comedy,Mystery, Drama,Romance, Drama,Family, Horror,Thriller, Action,Drama,Family, Family,Musical,Romance, Fantasy, Action,Crime,Drama, Action,Romance, Drama, Action,Comedy,Crime, Mystery,Thriller, Action,Drama,Thriller, Family, Action,Comedy,Drama, Comedy,Horror"
