primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
Hans Conried,1917,1982,"actor,soundtrack,miscellaneous","tt0046183,tt0045464,tt0077687,tt0052507",6.152960942708061,nm0175788,"Comedy, Animation,Family, Comedy,Music,Romance, Comedy,Drama, Comedy,Sci-Fi, Horror,Sci-Fi,Thriller, Animation,Comedy,Fantasy, Adventure,Animation,Comedy, Crime,Drama, Action,Adventure,Family, Animation,Family,Western, Comedy,Drama,Musical, Action,Animation,Comedy, Comedy,Western, Musical, Adventure,Animation,Family, Family,Game-Show, Action,Adventure,Animation, Animation,Family,Fantasy, Drama,Family, Family,Fantasy,Music, Adventure,Comedy,Fantasy, Drama, Animation,Comedy,Family, Animation,Comedy, Comedy,Family, Adventure,Drama,Family, Adventure,Animation,Fantasy"
Bill Corbett,1960,NA,"actor,writer,soundtrack","tt0299430,tt0094517,tt0358952,tt0765476",6.049566910484059,nm0179132,"Comedy, Comedy,Sci-Fi, Action,Adventure,Animation"
Jeffrey DeMunn,1947,NA,actor,"tt0094761,tt0091209,tt0884328,tt0120689",5.744544718515717,nm0218810,"Drama,Sci-Fi,Thriller, History, Comedy,Family,Sci-Fi, Drama,Horror, Drama,Romance, Drama,Mystery,Thriller, Drama,Western, Drama,Family, Horror,Thriller, Horror,Sci-Fi,Thriller, Crime,Drama,Mystery, Drama, Biography,Drama, Biography,Crime,Drama, Drama,Sci-Fi, Comedy,Drama,Romance, Action,Mystery,Thriller"
Miroslav Donutil,1951,NA,"actor,writer,soundtrack","tt0167331,tt0103934,tt0145334,tt0342844",5.860756322952581,nm0233109,"Comedy,Crime,Mystery, Comedy,Family,Fantasy, Comedy, Family,Fantasy, Comedy,Crime, Comedy,Drama, Drama,Romance, Comedy,Mystery, Musical,Romance, Comedy,Crime,Drama, Comedy,Thriller, Biography,Drama,History, Comedy,Romance, Crime,Drama, Drama, Comedy,Drama,Romance, Family, Crime,Mystery"
Hamid Farrokhnezhad,NA,NA,"actor,assistant_director,writer","tt0309565,tt2241035,tt0845439,tt0249412",5.149179282593932,nm0267946,"Action,Drama,War, Drama,Mystery,Romance, Crime, Comedy, Drama,Fantasy,Romance, Horror, Action,Comedy, Action,Drama,Mystery, Drama,Romance,Thriller, Adventure,Comedy,Drama, Comedy,Crime, Drama,Romance, Comedy,Drama, Action,Drama,History, Comedy,Drama,Fantasy, Drama,Family, Action,Adventure,Comedy, War, Fantasy, Crime,Drama, Drama, Drama,War, Action,Adventure,Thriller, Comedy,Fantasy, Action,Comedy,Thriller, Family, Drama,Thriller"
Colm Feore,1958,NA,"actor,writer","tt0119094,tt0296572,tt0299658,tt0800369",6.201242969013604,nm0272173,"Drama,Mystery,Romance, Crime,Drama,Thriller, Crime,Drama,History, Comedy, Biography,Documentary,Drama, Sci-Fi,Thriller, Biography,Drama,Romance, Mystery, Drama,Sci-Fi,Western, Documentary, Horror,Thriller, Drama,Family,Sport, Action,Adventure,Comedy, Action,Adventure,Crime, Crime,Drama,Mystery, Fantasy,Horror,Mystery, Drama,Horror,Mystery, Action,Drama,Thriller, Action,Crime,Horror, Action,Mystery,Thriller, Action,Adventure, Biography,Documentary,History, Drama,Romance, Action,Drama,Western, Biography,Drama,History, Comedy,Romance, Action,Sci-Fi,Thriller, Action,Adventure,Sci-Fi, Biography,Drama,Music, Drama, Action,Comedy,Crime, Biography,Drama, Animation,Comedy,Family, Biography,Crime,Drama, Crime,Drama,Music, Drama,Thriller"
Heino Ferch,1963,NA,actor,"tt0765432,tt0130827,tt0363163,tt5207522",5.674183129807226,nm0272224,"Thriller, History,War, Crime,Drama,Thriller, Action, Crime, Comedy, Crime,Drama,History, Drama,Romance,War, Comedy,Drama, Crime,Thriller, Action,Comedy,Romance, Crime,Drama, Crime,Drama,Mystery, Action,Adventure,Drama, Romance, Adventure,Family, Comedy,History, Adventure,Comedy, Adventure, Drama,Sport, Drama,Romance,Thriller, Drama,History,Thriller, Biography,Drama,History, Adventure,Drama, Action,Crime,Drama, Biography,Drama,Music, Drama, Drama,War, Mystery,Thriller, Biography,Drama,Sport, Comedy,Drama,Romance, Adventure,Drama,Family, Drama,Thriller, Drama,History,War"
Nebojsa Glogovac,1969,2018,"actor,producer","tt5545674,tt5207158,tt0209180,tt0855822",6.276863801984296,nm0322977,"Crime,Drama,Thriller, Action, Comedy, Animation,Drama,Sci-Fi, Adventure,Drama,History, Documentary,History, Comedy,Drama, Drama,Romance, Horror,Thriller, Comedy,Drama,Family, Crime,Drama, Drama, Drama,War, Comedy,Drama,Romance, Comedy,Documentary,Drama, Drama,Music,Romance, Comedy,Crime,Mystery"
Mikhail Gluzskiy,1918,2001,actor,"tt0165890,tt0092879,tt0075225,tt0117118",5.881972046534558,nm0323311,"Crime,Romance, Crime, Family,Fantasy, Adventure,War, Action,Crime,Fantasy, Drama,History, Drama,Romance, Adventure,Drama, Action,Adventure,Comedy, War, Comedy,Romance, Crime,Drama,Mystery, Crime,Drama, Drama, Drama,War, Comedy,Musical, Action,Adventure,Mystery, Adventure,Family, Crime,Mystery"
Ron Haddrick,1929,2020,actor,"tt0115417,tt0072535,tt0102744,tt0069262",5.64254544996218,nm0352758,"Animation,Drama,Fantasy, Comedy, Adventure,Animation,Drama, Animation,Family, Animation, Animation,Family,Mystery, Animation,Drama,Family, Animation,Mystery, Adventure,Animation, Action,Adventure,Animation, Animation,Family,Fantasy, Animation,Musical, Adventure,Animation,Comedy, Biography,Drama,Sport, Animation,Crime,Family, Animation,Drama, Adventure,Animation,Family, Animation,Sci-Fi"
Kostas Hatzihristos,1921,2001,"actor,director,writer","tt0197030,tt0197042,tt0237825,tt0135607",5.365500132928142,nm0354497,"Comedy,Romance, Comedy, Comedy,Horror,Mystery, Comedy,Music, Comedy,Musical, Drama,Romance, Comedy,Drama, Adventure,Drama,Romance"
Martin Held,1908,1992,actor,"tt0051982,tt0049293,tt0130345,tt0046819",6.565058539594918,nm0374919,"Crime, Comedy, Comedy,Crime, Comedy,Drama, Crime,Drama,Romance, Crime,Thriller, Crime,Drama, Biography,Drama,War, Drama, Drama,Thriller,War, Comedy,Musical, Adventure,Documentary,Drama, Biography,Drama,Thriller, Comedy,Crime,Romance, Drama,Thriller"
Ken'yû Horiuchi,1957,NA,actor,"tt0462422,tt0249008,tt0213338,tt0365498",6.258143176240451,nm0394723,"Animation,Drama,Fantasy, Action,Animation,Fantasy, Animation, Animation,Comedy,Romance, Animation,Sci-Fi,War, Adventure,Animation,Sci-Fi, Action,Animation,Family, Action,Animation,Romance, Action,Adventure,Comedy, Adventure,Animation,Comedy, Action,Animation,Sci-Fi, Animation,Drama,Music, Animation,Fantasy,Mystery, Action,Animation,Comedy, Action,Animation,History, Animation,Sci-Fi, Action,Animation,Drama, Adventure,Animation,Drama, Animation,Romance, Action,Adventure,Animation, Animation,Family,Sport, Animation,Drama,Romance, Animation,Comedy,Family, Animation,Drama, Animation,Comedy, Action,Animation,Mystery, Animation,Comedy,Drama, Adventure,Animation,Fantasy, Sci-Fi"
Fedja van Huêt,1973,NA,actor,"tt14253846,tt0974323,tt0119448,tt1870949",5.771863187411489,nm0404806,"Thriller, Drama,Mystery,Romance, Comedy,Drama,Mystery, Crime,Drama,Thriller, Crime,Drama,History, Crime,Mystery,Romance, Comedy, Action,Adventure,Biography, Drama,Horror,Thriller, Adventure,Comedy,Drama, Comedy,Drama, Drama,Mystery,Thriller, Comedy,Crime,Drama, Action,Adventure,Comedy, Crime,Drama,Mystery, Comedy,Romance, Crime,Drama, Action,Adventure,Drama, Drama, Biography,Drama,Music, Romance, Biography,Crime,Drama, Action,Drama,Thriller, Adventure,Drama,Family, Drama,Thriller"
Dinos Iliopoulos,1915,2001,"actor,writer,director","tt0201250,tt0184231,tt0145037,tt0184079",5.763101976299895,nm0407821,"Comedy,Romance, Action,Crime,Drama, Crime,Drama, Comedy, Drama, Comedy,Musical, Comedy,Musical,Romance, Comedy,Crime, Drama,Romance, Comedy,Drama, Comedy,Drama,Romance"
Kazuhiko Inoue,1954,NA,"actor,sound_department,soundtrack","tt5070040,tt0409591,tt2122656,tt4601382",6.4584434465167195,nm0409287,"Animation,Crime,Drama, Animation,Drama,Fantasy, Animation,History,Romance, Action,Animation,Fantasy, Animation, Animation,Comedy,Romance, Animation,Drama,Family, Action,Animation, Adventure,Animation,Sci-Fi, Animation,War, Action,Animation,Romance, Animation,Comedy,Fantasy, Action,Adventure,Comedy, Adventure,Animation,Comedy, Action,Animation,Horror, Action,Animation,Sci-Fi, Action,Animation,Comedy, Animation,Sci-Fi, Action,Animation,Drama, Action,Comedy,Sci-Fi, Adventure,Animation,Drama, Action,Adventure,Animation, Animation,Drama,Romance, Animation,Drama, Animation,Comedy,Family, Adventure,Animation,Romance, Animation,Comedy,Sci-Fi, Animation,Comedy,Drama, Adventure,Animation,Fantasy"
Jagadish,1955,NA,"actor,writer,visual_effects","tt0278501,tt0353796,tt0352456,tt1230448",6.228393292489285,nm0415538,"Thriller, Action,Thriller, Action, Comedy, Horror, Action,Comedy, Action,Drama,Mystery, Comedy,Drama, Mystery, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Musical,Romance, Crime,Thriller, Action,Adventure,Drama, Action,Drama,Romance, Action,Drama,Thriller, Action,Comedy,Thriller, Action,Crime,Thriller, Action,Comedy,Drama, Action,Mystery,Thriller, Comedy,Horror, Musical, Drama,Romance, Action,Drama, Comedy,Romance,Thriller, Drama,Family, Adventure,Comedy,Fantasy, Comedy,Thriller, Action,Musical,Thriller, Comedy,Romance, Action,Crime,Drama, Drama, Comedy,Fantasy, Comedy,Drama,Romance, Family, Comedy,Family, Drama,Musical, Adventure,Drama,Sci-Fi, Comedy,Crime,Mystery"
Eric Vale,1974,NA,"actor,writer,miscellaneous","tt5626028,tt0388629,tt9304350,tt4644488",6.22351491440847,nm0425061,"Animation,Comedy,Crime, Action, Action,Animation,Drama, Animation,Crime,Drama, Action,Animation,Fantasy, Animation, Animation,Comedy,Romance, Crime,Mystery,Thriller, Animation,Drama,Mystery, Action,Adventure,Animation, Animation,Comedy,Fantasy, Adventure,Animation,Comedy, Action,Animation,Sci-Fi, Animation,Comedy, Animation,Drama,Music, Action,Animation,Sport, Action,Animation,Comedy, Adventure,Animation,Fantasy, Animation,Comedy,Drama"
Sam J. Jones,1954,NA,"actor,producer","tt1637725,tt0080745,tt0093296,tt2637276",5.1000994498647465,nm0429207,"Action,Thriller, Action, Crime,Drama,Thriller, Action,War, Comedy, Biography,Family,History, Horror, Action,Comedy, Comedy,Family,Sci-Fi, Action,Adventure, Action,Sci-Fi, Crime,Mystery,Thriller, Action,Drama, Action,Adventure,Comedy, Action,Crime,Drama, Action,Adventure,Family, Action,Adventure,Sci-Fi, Action,Adventure,Drama, Crime,Drama,Fantasy, Drama,Thriller"
Heikki Kinnunen,1946,NA,"actor,soundtrack,writer","tt0397803,tt0222659,tt6591584,tt0121371",5.207700718937555,nm0455797,"Comedy, Family,Fantasy, Drama, Comedy,Music, Comedy,Sport, Comedy,Drama, Drama,Mystery,Thriller, Comedy,War, Comedy,Game-Show, Adventure,Drama,Fantasy"
Nikos Kourkoulos,1934,2007,actor,"tt0196742,tt0163840,tt0196312,tt0200448",5.552797267238964,nm0468042,"Crime,Drama,Thriller, Adventure,Drama,Western, Drama,Musical,Romance, Drama,History, Drama,Romance, Crime,Drama, Comedy,Romance, Action,Adventure,Crime, Action,Crime,Drama, Drama, Crime,Drama,Mystery, Drama,War, Comedy,Musical,Romance, Drama,Thriller"
Brian Krause,1969,NA,"actor,producer,director","tt0102782,tt0105428,tt0158552",5.492290939713624,nm0470182,"Thriller, Drama,Mystery,Romance, Action, Comedy, Family,Fantasy, Horror, Action,Comedy, Drama,Horror,Thriller, Sci-Fi,Thriller, Horror,Sci-Fi,Thriller, Horror,Thriller, Action,Adventure,Comedy, Crime,Thriller, Crime,Fantasy,Horror, Romance, Fantasy,Horror, Action,Crime,Thriller, Comedy,Horror, Adventure,Drama,Romance, Fantasy,Horror,Thriller, Drama,Sport, Comedy,Horror,Sci-Fi, Comedy,Horror,Thriller, Drama,Fantasy,Mystery, Horror,Sci-Fi, Drama,Family, Action,Horror,Mystery, Comedy,Romance, Action,Sci-Fi,Thriller, Action,Crime,Drama, Drama, Drama,War, Action,Crime, Drama,Thriller,Western, Drama,Family,Sci-Fi, Comedy,Family, Drama,Thriller, Family"
Joachim Król,1957,NA,actor,"tt0109255,tt0130827,tt0806910,tt0155722",5.825011816644825,nm0473166,"Animation,Comedy,Crime, Drama,Mystery,Romance, Crime,Drama,Thriller, Crime,Romance, Crime, Drama,Fantasy,Romance, Comedy, Animation,Family, Drama,History, Biography,Documentary,History, Comedy,Crime, Comedy,Drama, Drama,Romance, Documentary, Comedy,Crime,Drama, Crime,Thriller, Crime,Drama,Mystery, Comedy,Romance, Crime,Drama, Biography,Drama,War, Drama, Biography,Drama, Action,Crime,Romance, Comedy,Drama,Romance, Comedy,Crime,Romance, Adventure,Drama,Romance"
Atul Kulkarni,1965,NA,"actor,producer,writer","tt0222012,tt0405508,tt10028196,tt9094442",6.655479788572487,nm0474609,"Thriller, Drama,Mystery,Romance, Action, Crime,Drama,Thriller, Crime,Mystery,Romance, Comedy, Horror, Drama,Horror,Thriller, Comedy,Crime, Mystery, Horror,Thriller, Crime,Drama,Mystery, Action,Adventure,Crime, Crime,Drama, Drama,Family,Thriller, Action,Comedy,Drama, Action,Thriller,War, Drama,Fantasy, Biography, Drama,Romance, Action,Drama, Crime,Mystery,Thriller, Biography,Drama,History, Action,Crime,Drama, Biography,Drama,War, Drama, Mystery,Thriller, Action,Biography,Drama, Action,Crime, Drama,Thriller"
Branislav Lecic,1955,NA,actor,"tt1043822,tt0099670,tt1634013,tt0114787",6.280756906273679,nm0496118,"Thriller, Comedy, Biography,Documentary,Drama, Comedy,Drama, Mystery, Documentary,War, Crime,Drama,Romance, Adventure,Biography,Comedy, Biography,Drama,History, War, Drama, Drama,War, Adventure,Mystery,Thriller, Drama,Music,Romance, Drama,Musical"
Harald Leipnitz,1926,2000,"actor,miscellaneous,director","tt0108976,tt0057035,tt0061009,tt0062499",7.225006577286017,nm0500505,"Thriller, Crime,Horror,Mystery, Adventure, Crime, Comedy, Animation, Adventure,Comedy,Drama, Comedy,Crime, Crime,Drama,Romance, Comedy,Sci-Fi, Western, Comedy,Drama, Adventure,Western, Crime,Thriller, Comedy,Romance,Sci-Fi, Crime,Drama, Comedy,Romance, Action,Adventure,Drama, Drama, Drama,War, Mystery,Thriller, Drama,History,Romance, Drama,Thriller, Adventure,Crime, Musical, Sci-Fi"
Luis Luque,1956,NA,"actor,soundtrack","tt0462570,tt1927327,tt7077616,tt1841584",6.198421583309875,nm0527045,"Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Action, Crime,Drama,History, Comedy, Comedy,Fantasy,Music, Drama,Romance, Comedy,Drama, Documentary, Crime,Drama,Horror, Drama,History,Thriller, Action,Adventure,Comedy, Crime,Thriller, Action,Crime,Drama, Comedy,Romance, Crime,Drama,Mystery, Drama, Action,Comedy,Crime, Mystery,Thriller, Drama,Horror,Mystery, Comedy,Musical, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Drama,Romance, Action,Biography,Comedy"
Stanislav Lyubshin,1933,NA,"actor,director,writer","tt0130399,tt0079764,tt0174954,tt0091341",5.883865496754935,nm0529402,"Comedy,Drama,Sci-Fi, Comedy, Drama, Drama,Music,Mystery, Adventure,Fantasy,Romance, Drama,War, Romance, Drama,History, Drama,Romance, Comedy,Drama,Romance, Comedy,Drama, Drama,Family"
Ichirô Nagai,1931,2014,actor,"tt0107692,tt1474276,tt0090248,tt0087544",6.415574341458535,nm0619077,"Animation,Comedy,Musical, Adventure,Animation,Drama, Action,Animation,Fantasy, Animation, Animation,Sport, Animation,Comedy,Romance, Adventure,Animation, Animation,Drama,Mystery, Action,Adventure,Animation, Animation,Family,Fantasy, Animation,Comedy,Sport, Action,Adventure,Comedy, Animation,Comedy,Fantasy, Adventure,Animation,Comedy, Adventure,Animation,History, Action,Adventure,Sci-Fi, Animation,Drama,Romance, Animation,Drama,History, Animation,Comedy,Family, Action,Animation,Sci-Fi, Animation,Comedy, Action,Animation,Sport, Animation,Comedy,Sci-Fi, Animation,Comedy,Drama, Adventure,Animation,Fantasy, Action,Animation,Comedy, Adventure,Animation,Family"
Pirkka-Pekka Petelius,1953,NA,"actor,writer,producer","tt0127986,tt0138157,tt0093139,tt0154090",5.87531091158257,nm0676194,"Crime,Drama, Comedy, Drama, Drama,War, Biography,Drama,Music, Drama,History, Comedy,Musical,Romance, Adventure,Family,Fantasy, Drama,History,Romance, Comedy,Drama, Comedy,Drama,Romance, Comedy,Family"
Eric Quizon,1967,NA,"director,actor,producer","tt0437337,tt0215090,tt0335247,tt0440700",6.062517081029737,nm0704479,"Action,Comedy,Fantasy, Action,Thriller, Comedy, Drama,Horror,Thriller, Drama,Fantasy, Comedy,Horror,Thriller, Drama,Romance, Comedy,Drama, Horror,Thriller, Biography,Drama,History, Adventure,Drama, Comedy,Romance, Crime,Drama, Drama, Romance, Comedy,Drama,Musical, Comedy,Drama,Romance, Action,Comedy,Drama"
Jean Rochefort,1930,2017,"actor,soundtrack,director","tt1990217,tt0362225,tt0301414,tt0117477",5.915376017366148,nm0734000,"Adventure,Comedy,Romance, Crime,Drama,Thriller, Crime, Comedy, Crime,Sci-Fi,Thriller, Comedy,Crime, Comedy,Drama, Comedy,Sci-Fi, Comedy,Crime,Drama, Crime,Thriller, Adventure,Animation,Comedy, Crime,Drama, Action,Drama,Thriller, Adventure,Comedy, Comedy,Drama,History, Comedy,Drama,Horror, Animation,Horror, Adventure,History,Romance, Adventure,Drama,War, Adventure,Animation,Drama, Drama,Romance,Thriller, Drama,History, Adventure,Drama,History, Drama,Romance, Action,Drama, Comedy,Mystery, Drama,Fantasy,Music, Action,Drama,History, Biography,Drama,History, Comedy,Romance, Drama, Drama,War, Comedy,Drama,Music, Comedy,Drama,Romance, Drama,Thriller, Drama,History,War, Comedy,Crime,Mystery"
Hiroyuki Sanada,1960,NA,"actor,producer,music_department","tt1335975,tt1430132,tt0351817,tt0448134",6.462032554172978,nm0760796,"Action, Crime, Comedy, Action,Comedy, Adventure,Comedy,Drama, Comedy,Drama, Mystery, Horror,Sci-Fi,Thriller, Action,Drama,Fantasy, Adventure,Horror,Thriller, Crime,Drama,Family, Action,Adventure,Drama, Romance, Drama,Horror,Mystery, Action,Drama,Thriller, Comedy,Crime,Romance, Action,Comedy,Drama, Animation,Sci-Fi, Drama,Sci-Fi,Thriller, History, Comedy,Horror,Thriller, Drama,History, Romance,Sport, Drama,Romance, Action,Drama, Crime,Drama,Romance, Action,Adventure,Animation, Action,Drama,History, Biography,Drama,History, Fantasy, Adventure,Crime,Drama, Action,Crime,Drama, Action,Western, Action,Adventure,Sci-Fi, Drama, Action,Comedy,Crime, Action,Adventure,Fantasy, Comedy,Drama,Romance, Drama,Thriller"
Michael Sarrazin,1940,2011,actor,"tt0065088,tt0070074,tt0074597,tt0063662",5.255554417990359,nm0765546,"Thriller, Drama,Mystery,Romance, Action, Comedy, Drama,Romance,War, Drama,Romance,Western, Horror,Mystery, Horror,Mystery,Thriller, Comedy,Drama, Horror,Mystery,Sci-Fi, Drama,Fantasy,Horror, Comedy,Romance,Thriller, Comedy,Crime,Drama, Action,Crime,Drama, Crime,Drama, Action,Adventure,Drama, Drama, Action,Crime,Mystery, Action,Adventure,History, Drama,War,Western, Drama,Thriller, Adventure,Crime,Mystery"
Peter Sarsgaard,1971,NA,"actor,producer","tt1133985,tt0362269,tt0333766,tt0323944",5.933136985588052,nm0765597,"Thriller, Crime,Drama,Thriller, Drama,Romance,Thriller, Horror,Mystery,Thriller, Drama,History, Adventure,Comedy,Drama, Biography,Drama,Romance, Drama,Romance, Comedy,Drama, Documentary, Drama,Mystery,Thriller, Comedy,Crime,Drama, Action,Adventure,Comedy, Biography,Drama,History, Comedy,Thriller, Crime,Drama,Mystery, Action,Adventure,Sci-Fi, Drama, Biography,Drama, Drama,Horror,Mystery, Biography,Crime,Drama, Biography,Drama,Thriller, Comedy,Drama,Romance, Drama,Thriller"
Kei Satô,1928,2010,"actor,director,music_department","tt0056058,tt0384819,tt0060277,tt0058430",6.132692256732299,nm0766225,"Action, Horror, Action,Comedy, Drama,Horror, Drama,Horror,Thriller, Documentary,War, Comedy,Drama, Action,Drama, Action,Drama,History, Comedy,Crime,Drama, Crime,Thriller, Crime,Drama, Action,Crime,Drama, Action,Adventure,Drama, Drama, Action,Mystery, Action,Adventure,Thriller, Drama,Mystery, Biography,Drama, Action,Crime, Action,Crime,Thriller, Adult,Drama,Fantasy"
Fabijan Sovagovic,1932,2001,"actor,writer","tt0082998,tt0065987,tt0068894,tt0094914",6.81264740232113,nm0816296,"Comedy,Drama,War, Comedy, Drama,History, Crime,Drama,War, Drama,Romance, Mystery, Comedy,Drama, Horror,Sci-Fi, War, Crime,Drama,Mystery, Crime,Drama, Drama, Drama,War, Drama,Mystery, Drama,History,War"
Tihomir Stanic,1960,NA,"actor,writer,producer","tt10554232,tt9698430,tt0996982,tt29137312",6.325590010394009,nm0822278,"Comedy, Biography,Documentary,Drama, Comedy,Horror,Romance, Drama,History, Comedy,Crime, Documentary,History, Comedy,Drama, Documentary,Drama, Documentary, Drama,History,Thriller, Action,Adventure,Comedy, Biography,Drama,History, Crime,Drama, Drama, Drama,Mystery, Drama,Horror,Mystery, Biography,Drama, Comedy,News,Talk-Show, Action,Crime,Thriller, Comedy,Drama,Romance, Drama,Thriller"
Héctor Suárez,1938,2020,"actor,director,writer","tt0228590,tt0134817,tt0073023,tt0057857",5.867560030933589,nm0840782,"Comedy,Drama,War, Adventure,Drama,Western, Comedy, Comedy,Music, Comedy,Mystery,Thriller, Adventure,Comedy,Drama, Comedy,Drama, Action,Drama, Drama,Romance, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Comedy,Drama,Family, Drama, Comedy,Musical, Comedy,Drama,Romance, Action,Comedy,Drama, Drama,Thriller, Drama,Musical"
Pierre Tornade,1930,2012,"actor,soundtrack","tt0096519,tt0280292,tt0101152,tt0061369",5.787743218040379,nm0868139,"Adventure,Animation,Comedy, Adventure,Comedy,Crime, Adventure, Comedy, Drama, Comedy,Fantasy, Comedy,Crime, Comedy,Drama, Action,Comedy,War, Comedy,Mystery, Crime,Mystery,Thriller, Comedy,War, Action,Adventure,Animation"
Forrest Tucker,1919,1986,"actor,soundtrack","tt0058800,tt0041841,tt0050095,tt0052320",5.847142040770863,nm0875861,"Crime,Drama,Thriller, Adventure,Drama,Western, Comedy, History,Romance,Western, Adventure,Comedy,Drama, Crime,Drama,Film-Noir, Adventure,War,Western, Western, Biography,Drama,Western, Crime,Drama, Comedy,Western, Musical, Adventure,Drama,Romance, Comedy,Family,Fantasy, Adventure, Drama,Horror,Sci-Fi, Drama,Sport, Adventure,Crime,Thriller, Drama,Romance, Comedy,Mystery, Adventure,Horror, Drama,Western, Horror,Sci-Fi, Action,Adventure,Romance, Action,Crime,Drama, Action,Sci-Fi,Thriller, Biography,Drama,War, Drama, Drama,War, Comedy,Drama,Romance, Drama,Thriller, Adventure,Drama,Sci-Fi"
Fritz Wepper,1941,NA,"actor,soundtrack","tt0070981,tt0068327,tt0305132,tt0063920",7.270007398340344,nm0921202,"Sci-Fi, Animation,Comedy,Crime, Crime, Comedy, Comedy,Crime, Music,Talk-Show, Comedy,Crime,Drama, Comedy,Drama,Family, Crime,Drama, Action,Crime,Drama, Comedy,Romance, Drama, Comedy,Documentary,Music, Drama,War, Comedy,Drama,Romance, Comedy,Western, Drama,History,War, Crime,Mystery"
Sô Yamamura,1910,2000,"actor,director,writer","tt0047682,tt0352509,tt0091159,tt0066473",6.123583062731331,nm0945522,"Action, Comedy, Adventure,Drama,History, Drama,Romance, Comedy,Drama, Action,Drama, Comedy,Mystery, Action,Drama,History, Adventure,Drama, Action,Crime,Drama, Drama, Drama,War, Drama,History,Romance, Action,Crime, Drama,History,War"
Yoo Ji-tae,1976,NA,"actor,director,writer","tt0270919,tt0364569,tt4003440,tt2473884",5.986111628471479,nm0949167,"Crime,Drama,Thriller, Action,Fantasy, Action,Drama,Mystery, Drama,Romance,Sci-Fi, Action,Sci-Fi, Horror,Mystery,Thriller, Action,Fantasy,Horror, Action,Drama,Sci-Fi, Comedy,Crime, Crime,Horror,Thriller, Drama,Romance, Action,Drama, Biography,Drama,History, Action,Crime,Drama, Crime,Drama, Comedy,Romance, Biography,Drama,Music, Drama, Action,Comedy,Crime, Action,Crime,Thriller, Action,Drama,Sport, Crime,Horror,Mystery"
Lee Sun-kyun,1975,2023,"actor,manager","tt6751668,tt1515205,tt15758760,tt3697626",6.294125004117992,nm1310525,"Action,Thriller, Crime,Drama,Thriller, Comedy,Music,Thriller, Crime, Comedy, Action,Horror,Sci-Fi, Action,Comedy, Action,Horror,War, Drama,Mystery,Sci-Fi, Comedy,Drama, Drama,Romance, Comedy,Mystery, Drama,Mystery,Thriller, Drama,Family, Comedy,Romance, Action,Adventure,Crime, Drama, Comedy,Horror,Mystery, Action,Crime,Thriller, Comedy,Drama,Romance, Action,Crime, Drama,Thriller, Crime,Mystery"
Salim Kumar,1969,NA,"actor,director,writer","tt1820526,tt1945039,tt7243720,tt6231844",6.482934735398635,nm1368581,"Crime,Drama,Thriller, Action, Comedy, Action,Comedy, Comedy,Crime,Thriller, Drama,Romance, Comedy,Drama, Comedy,Thriller, Crime,Thriller, Action,Crime,Drama, Comedy,Romance, Drama, Biography,Drama, Action,Drama,Romance, Comedy,Drama,Romance, Family, Action,Comedy,Drama"
Albano Jerónimo,1979,NA,"actor,soundtrack","tt14145004,tt0347149,tt8439860,tt7490358",6.063167194449189,nm1512998,"Crime, Comedy, Comedy,Drama, Crime,Drama,Romance, Drama,Fantasy,Mystery, Drama,Romance, Biography,Drama,History, Crime,Drama,Sci-Fi, Crime,Drama,Mystery, Drama,History,Music, Drama, Biography,Drama, Action,Adventure,Mystery, Comedy,Drama,Romance, Drama,Thriller"
Anandraj,NA,NA,actor,"tt0924271,tt0403935,tt10381126,tt7010156",5.777900162245717,nm1686962,"Thriller, Action,Thriller, Comedy,Drama,Horror, Action, Crime, Comedy, Action,Comedy, Horror, Drama,Romance, Action,Drama, Comedy,Drama, Adventure,Comedy,Fantasy, Comedy,Romance, Action,Crime,Drama, Drama, Romance, Action,Drama,Romance, Action,Crime,Thriller, Comedy,Drama,Romance, Comedy,Horror"
Govardhan Asrani,1941,NA,"actor,director,producer","tt0237022,tt0073707,tt1729637,tt0075825",6.3352949354634935,nm2147526,"Thriller, Comedy,Fantasy,Romance, Action,Thriller, Action,Comedy,Fantasy, Action, Comedy, Musical,Mystery,Romance, Action,Musical,Romance, Animation,Family, Comedy,Crime, Comedy,Drama, Mystery, Musical,Romance, Comedy,Crime,Drama, Action,Drama,Family, Comedy,Drama,Family, Crime,Drama, Action,Adventure,Drama, Romance, Action,Drama,Romance, Comedy,Musical,Romance, Action,Drama,Thriller, Action,Comedy,Drama, Comedy,Horror, Musical, History, Drama,Musical,Romance, Action,Comedy,Musical, Comedy,Crime,Thriller, Drama,Romance, Action,Drama, Drama,Family, Comedy,Thriller, Comedy,Romance, Action,Crime,Drama, Drama, Action,Comedy,Crime, Mystery,Thriller, Comedy,Musical, Drama,Family,Musical, Action,Crime,Romance, Action,Crime, Comedy,Drama,Romance, Comedy,Family, Family, Drama,Musical"
