primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
Kazuko Sugiyama,1947,NA,actress,"tt0081954,tt0068792,tt0086520,tt0088334",6.265190604263326,nm0837540,"Animation,Drama,Fantasy, Adventure,Animation,Drama, Animation, Animation,Comedy,Romance, Animation,Drama,Family, Animation,Drama,Mystery, Action,Adventure,Animation, Animation,Fantasy, Animation,Comedy,Fantasy, Adventure,Animation,Comedy, Animation,Drama,Romance, Action,Animation,Sci-Fi, Animation,Comedy, Action,Animation,Sport, Animation,Comedy,Sci-Fi, Adventure,Animation,Horror, Animation,Comedy,Drama, Adventure,Animation,Family, Animation,Sci-Fi"
Sabine Timoteo,1975,NA,"actress,writer,director","tt10141736,tt5541426,tt3828614,tt0203297",5.494138694584704,nm0863787,"Comedy, Adventure,Comedy,Family, Comedy,Music, Drama,Fantasy, Drama,Romance, Comedy,Drama, Documentary, Biography,Drama,History, Action,Adventure,Comedy, Comedy,Drama,Family, Crime,Drama, Drama, Drama,Mystery, Drama,Sci-Fi, Adventure,Drama,Family, Drama,Thriller, Drama,Fantasy,Thriller"
Debra Wilson,1962,NA,"actress,miscellaneous,soundtrack","tt5691474,tt0327084,tt0362120,tt7170214",6.183413284670793,nm0933281,"Animation,Drama,Fantasy, Comedy, Drama,Fantasy,Romance, Biography,Comedy,Drama, Drama,Romance,Sci-Fi, Animation, Comedy,Music, Comedy,Horror,Thriller, Comedy,Drama, Drama,Romance, Action,Adventure,Animation, Action,Adventure,Comedy, Adventure,Animation,Comedy, Comedy,Romance, Comedy,Family,Romance, Animation,Comedy,Family, Animation,Comedy, Action,Drama,Thriller, Drama,Thriller, Action,Animation,Comedy"
Aishwariyaa Bhaskaran,NA,NA,actress,"tt1526875,tt0318439,tt1241195,tt2063749",5.905849709196433,nm1027293,"Thriller, Action, Drama,Musical,Romance, Drama,Family,Romance, Comedy, Crime, Horror, Drama,Romance, Action,Drama, Comedy,Drama, Crime,Thriller, Drama, Action,Horror,Thriller, Action,Drama,Sport, Action,Comedy,Drama, Musical"
Neeru Bajwa,1980,NA,"actress,producer,director","tt2014260,tt2196254,tt5313414,tt2673882",5.995749082534779,nm1263093,"Thriller, Comedy,Fantasy,Horror, Comedy, Drama,Horror,Thriller, Comedy,Music,Romance, Drama,Romance, Crime,Drama,Romance, Comedy,Drama, Action,Drama, Musical,Romance, Comedy,Drama,Family, Comedy,Romance, Drama, Romance, Comedy,Drama,Romance, Family"
Hanieh Tavassoli,NA,NA,"actress,casting_director","tt0889236,tt7897316,tt0423166,tt3059786",5.110977299848825,nm1368152,"Comedy, Drama,Romance,Thriller, Drama,Horror, Drama,Romance, Comedy,Drama, Drama,Mystery,Thriller, Comedy,Drama,Fantasy, Drama,Family, Comedy,Crime,Drama, Drama, Drama,War, Drama,Horror,Mystery, Drama,Thriller, Adventure,Drama,Romance"
Lindsay Seidel,1991,NA,"actress,soundtrack","tt1347975,tt3837246,tt1390535,tt1910272",5.908511968626469,nm3351936,"Animation,Fantasy,Thriller, Animation,Comedy,Crime, Action,Animation,Drama, Animation,Drama,Fantasy, Animation,Music, Horror, Action,Animation,Fantasy, Animation, Animation,Drama,Mystery, Action,Adventure,Animation, Action,Animation,Crime, Animation,Fantasy, Animation,Comedy,Fantasy, Action,Animation,Sci-Fi, Animation,Drama,Horror, Action,Animation,Comedy, Animation,Comedy,Drama, Adventure,Animation,Fantasy"
Dawn M. Bennett,1992,NA,"actress,sound_department,music_department","tt4644488,tt3066242,tt2560140,tt5626028",5.807818591137767,nm5261299,"Action,Animation,Drama, Animation,Drama,Fantasy, Adventure,Animation,Drama, Action,Animation,Fantasy, Animation, Animation,Drama,Sci-Fi, Animation,Drama,Sport, Animation,Mystery, Action,Animation,Crime, Action,Adventure,Animation, Animation,Drama,Mystery, Animation,Fantasy,Horror, Animation,Comedy,Fantasy, Adventure,Animation,Comedy, Drama, Action,Animation,Sci-Fi, Animation,Comedy, Action,Animation,Comedy, Animation,Comedy,Drama, Adventure,Animation,Fantasy, Animation,Sci-Fi"
Stephanie Zimbalist,1956,NA,"actress,writer","tt2224219,tt0083470,tt0080402,tt0076993",5.875883337436433,nm0000258,"Thriller, Crime,Drama,Thriller, Adventure, Horror, Drama,Romance, Documentary, Drama,Romance,Sport, Drama,Family, Action,Adventure,Comedy, Comedy,Drama,Family, Crime,Drama, Action,Adventure,Drama, Drama, Drama,War, Mystery,Thriller, Biography,Drama, Drama,Family,Musical, Drama,Sci-Fi, Family, Drama,Musical, Crime,Mystery"
Julie Andrews,1935,NA,"actress,soundtrack,writer","tt0084865,tt0059742,tt0062362,tt0058331",6.174656041388483,nm0000267,"Biography,Drama,Family, Comedy,Family,Fantasy, Comedy, Biography,Comedy,Drama, Drama,Romance,Thriller, Comedy,Music,Romance, Comedy,Drama, Drama,Romance, Documentary, Comedy,Family,Musical, Adventure,Animation,Comedy, Comedy,Romance, Drama,Music, Drama, Comedy,Drama,Music, Comedy,Family,Romance, Comedy,Musical, Comedy,Musical,Romance, Comedy,Drama,Musical, Comedy,Drama,Romance, Musical"
Rachael Leigh Cook,1979,NA,"actress,producer,writer","tt11100856,tt5659816,tt0160862,tt0331811",5.338312394873439,nm0000337,"Crime,Romance,Thriller, Adventure,Comedy,Romance, Action,Thriller, Comedy, Drama,Sport, Comedy,Music, Horror,Mystery,Thriller, Comedy,Crime, Comedy,Drama, Drama,Romance, Drama,Mystery,Thriller, Action,Drama, Comedy,Crime,Drama, Comedy,Drama,Family, Adventure,Animation,Comedy, Crime,Drama,Mystery, Comedy,Romance, Action,Crime,Drama, Action,Adventure,Drama, Drama, Romance, Comedy,Fantasy, Comedy,Drama,Romance, Family, Drama,Thriller, Drama,Music,Romance"
Jane Birkin,1946,2023,"soundtrack,actress,director","tt0077413,tt0083908,tt0901473,tt0060176",5.77517714514917,nm0000945,"Adventure,Comedy,Romance, Crime,Drama,Thriller, Crime, Comedy, Horror,Mystery,Thriller, Adventure,Drama,History, Horror,Romance,Thriller, Comedy,Drama, Crime,Drama,Romance, Documentary, Drama,Romance, Crime,Mystery,Thriller, Adventure,Comedy,Mystery, Comedy,Drama,Fantasy, Adventure,Biography,Drama, Comedy,Romance, Action,Crime,Drama, Crime,Drama,Mystery, Drama, Drama,War, Documentary,Music, Romance, Biography,Fantasy, Biography,Drama, Musical"
Courteney Cox,1964,NA,"actress,producer,director","tt0120082,tt0117571,tt0108778,tt0134084",5.784434492183117,nm0001073,"Thriller, Comedy,Fantasy,Horror, Crime,Drama,Thriller, Comedy, Adventure,Comedy,Family, Adventure,Comedy,Sci-Fi, Horror,Mystery, Horror,Mystery,Thriller, Comedy,Drama, Drama,Mystery,Thriller, Adventure,Comedy,Mystery, Action,Adventure,Comedy, Comedy,Drama,Family, Adventure,Animation,Comedy, Comedy,Romance, Drama, Action,Comedy,Crime, Comedy,Horror,Mystery, Comedy,Drama,Romance, Drama,Thriller"
Miranda Richardson,1958,NA,"actress,soundtrack","tt0278731,tt0274558,tt0162661,tt0104036",6.463297170117867,nm0001669,"Drama,Mystery,Romance, Comedy, Family,Fantasy, Animation,Family, Biography,Drama,Romance, Documentary,Drama, Comedy,Drama, Documentary, Drama,Mystery,Thriller, Comedy,War, Adventure,Animation,Comedy, Crime,Drama,Mystery, Crime,Drama, Fantasy,Horror,Mystery, Comedy,History, Adventure,Animation,Family, Drama,Musical,Romance, Drama,Romance,Sci-Fi, Action,Crime,Sci-Fi, Drama,Romance, Crime,Drama,Romance, Drama,Fantasy,Horror, Animation,Family,Fantasy, Biography,Drama,History, Fantasy, Biography,Drama,Fantasy, Action,Crime,Drama, Drama, Drama,War, Comedy,Family,Romance, Biography,Drama, Comedy,Fantasy, Biography,Crime,Drama, Adventure,Family,Fantasy, Crime,Drama,Music, Comedy,Drama,Romance, Family, Drama,Thriller"
Suzan Avci,1937,NA,"actress,producer","tt0311396,tt0420147,tt0274843,tt0413272",5.4850657871652775,nm0042820,"Adventure, Comedy, Action,Adventure, Adventure,Comedy,Drama, Drama,Romance, Crime,Drama,Romance, Comedy,Drama, Adventure,Crime,Fantasy, Adventure,Crime,Drama, Comedy,Romance, Drama,Music, Action,Adventure,Crime, Drama, Romance, Action,Drama,Romance, Adventure,Fantasy, Comedy,Fantasy, Drama,Music,Romance, Adventure,Crime, Adventure,Drama,Romance"
Sawsan Badr,1957,NA,actress,"tt2226347,tt0209885,tt0377727,tt1825755",6.362716820424145,nm0046217,"History, Crime,Drama,Thriller, Comedy, Drama,Horror,Thriller, Drama,Horror, Animation, Drama,History, Drama,Romance, Comedy,Drama, Crime,Drama,Mystery, Crime,Drama, Comedy,Romance, Action,Crime,Drama, Drama, Action,Comedy,Crime, Romance, Biography,Drama, Animation,Comedy,Family, Drama,History,Romance, Action,Drama,Thriller, Adventure,Comedy,Thriller, Family"
Mira Banjac,1929,NA,"actress,writer","tt1043822,tt0076443,tt0088338,tt0086935",6.732429799246923,nm0052031,"Comedy,Drama,Mystery, Comedy, Drama,Horror, Comedy,Drama, Drama,Romance, Crime,Mystery,Thriller, Drama,Family, Comedy,Crime,Drama, War, Crime,Drama, Drama, Drama,War, Comedy,Musical, Comedy,Drama,Romance"
Barbora Bobulova,1974,NA,"actress,soundtrack","tt0429898,tt5929226,tt0420215,tt2385784",5.553556745662823,nm0090469,"Drama,Family,Romance, Comedy, Drama,Fantasy, Drama,History, Biography, Comedy,Drama, Action,Drama, Mystery, Drama,Romance, Crime,Mystery,Thriller, Adventure,Drama, Crime,Drama, Comedy,Romance, Drama, Drama,War, Drama,Mystery, Biography,Drama, Comedy,Fantasy, Drama,History,Romance, Drama,Thriller"
Angélica Chain,1956,NA,actress,"tt0258123,tt0353354,tt0323251,tt0386072",5.642556868876032,nm0149711,"Action, Crime,Drama,Thriller, Comedy, Drama,Sport, Drama,History, Adventure,Drama,Thriller, Comedy,Crime, Crime,Drama,Romance, Action,Drama, Comedy,Drama, Comedy,Crime,Drama, Drama, Comedy,Musical, Action,Crime, Action,Crime,Thriller, Drama,Musical"
Kaley Cuoco,1985,NA,"actress,producer,soundtrack","tt0312081,tt0884732,tt0898266,tt0114857",5.854728714035711,nm0192505,"Action,Thriller, Comedy,Drama,Mystery, Fantasy,Horror,Thriller, Comedy, Animation, Comedy,Drama, Action,Adventure,Animation, Comedy,Drama,Fantasy, Comedy,Game-Show, Drama,Family,Sport, Action,Adventure,Comedy, Adventure,Animation,Comedy, Comedy,Romance, Biography,Drama,Music, Drama, Comedy,Horror,Mystery, Biography,Drama, Animation,Comedy,Family"
Sara García,1895,1980,actress,"tt0039047,tt0031780,tt0180336,tt0048708",5.9650570059071795,nm0306497,"Adventure,Drama,Mystery, Crime,Drama,Thriller, Adventure,Drama,Western, Comedy, Adventure,Comedy,Drama, Comedy,Drama, Drama,Family, Comedy,Crime,Drama, Action,Adventure,Comedy, Comedy,Romance, Crime,Drama,Mystery, Action,Adventure,Drama, Drama, Comedy,Drama,Music, Drama,Mystery, Crime,Drama,Musical, Comedy,Musical, Comedy,Drama,Musical, Comedy,Drama,Romance, Comedy,Family, Adventure,Drama,Horror, Drama,Family,Fantasy, Drama,Musical"
Nadia Gray,1923,1994,actress,"tt0062407,tt0053779,tt0061287,tt0048931",5.560054340207475,nm0336842,"Biography,Music, Adventure, Comedy, Comedy,Drama, Drama,Romance, Adventure,Drama, Crime,Drama, Action,Crime,Drama, Comedy,Romance, Action,Adventure,Drama, Biography,Drama,Music, Drama,War, Drama, Action,Adventure,Crime, Comedy,Musical, Drama,Thriller, Drama,Musical, Crime,Horror,Mystery, Crime,Mystery"
Aziza Helmy,1929,NA,actress,"tt4172460,tt6229830,tt0376612,tt4138412",5.387552733295328,nm0375787,"Adventure, Comedy, Drama,Sport, Drama,Romance,War, Comedy,Crime,Thriller, Horror,Mystery,Thriller, Drama,Romance, Action,Drama, Crime,Drama,Romance, Comedy,Drama, Biography,Drama,History, Comedy,Romance, Drama, Romance, Comedy,Drama,Romance, Drama,Thriller, Drama,Musical, Drama,History,War"
Anna Karina,1940,2019,"actress,soundtrack,writer","tt0059592,tt0058898,tt0055572,tt0056663",5.81824105365252,nm0439344,"Comedy,Crime,Mystery, Comedy,Drama,War, Drama,Mystery,Romance, Comedy, Drama,History, Crime,Sci-Fi,Thriller, Drama,Mystery,Sci-Fi, Drama,Romance, Western, Drama,Fantasy,Mystery, Comedy,Drama, Crime,Drama,Romance, Drama,Music,War, Mystery, Comedy,Crime,Drama, Adventure,Drama, Crime,Drama,Mystery, Crime,Drama, Drama, Drama,War, Adventure,Fantasy, Comedy,Musical,Romance, Drama,Sci-Fi, Comedy,Drama,Romance, Drama,Thriller, Drama,Musical, Sci-Fi"
Claudia Karvan,1972,NA,"actress,writer,producer","tt0426741,tt0289825,tt1524415,tt0433362",6.01846838155958,nm0440286,"Thriller, Comedy,Fantasy,Romance, Action,Thriller, Crime,Drama,Thriller, Crime, Comedy, Drama,Horror,Thriller, Comedy,Drama, Drama,Romance, Documentary, Comedy,Drama,Fantasy, Comedy,Mystery,Sci-Fi, Comedy,Romance, Crime,Drama,Mystery, Biography,Drama,Music, Drama, Drama,Mystery, Biography,Drama, Crime,Drama,Music, Comedy,Drama,Romance"
Kimi Katkar,1965,NA,actress,"tt0095375,tt0095010,tt0364049,tt0096139",4.900318439801504,nm0441322,"Action, Action,Adventure, Drama,Romance, Action,Drama, Drama,Mystery,Thriller, Comedy,Drama, Action,Drama,Musical, Action,Adventure,Comedy, Action,Horror,Mystery, Action,Crime,Drama, Drama, Mystery,Thriller, Action,Drama,Romance, Action,Comedy,Drama"
Mélanie Laurent,1983,NA,"actress,director,writer","tt0361748,tt1670345,tt6341832,tt1532503",5.863114759315309,nm0491259,"Thriller, Action,Thriller, Adventure,Drama,War, Comedy,Drama, Crime,Mystery,Thriller, Drama,Mystery,Thriller, Drama,Romance, Biography,Drama,History, Drama,Fantasy,Sci-Fi, Comedy,Romance, Drama, Action,Comedy,Crime, Comedy,Drama,Music, Mystery,Romance,Thriller, Comedy,History, Comedy,Drama,Romance, Adventure,Drama,Family, Drama,Thriller, Animation,Comedy,Drama, Drama,History,War"
Rani Mukerji,1978,NA,actress,"tt0420332,tt1734110,tt0378072,tt0375611",6.0579581441624555,nm0611552,"Game-Show, Action,Comedy,Fantasy, Drama,Musical,Romance, Drama,Family,Romance, Crime,Drama,History, Action,Drama,Mystery, Drama,Romance,Thriller, Drama,Romance, Comedy,Drama, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Biography,Drama,History, Action,Comedy,Romance, Comedy,Drama,Family, Animation,Family,Musical, Action,Crime,Drama, Crime,Drama,Mystery, Comedy,Romance, Drama, Biography,Drama, Biography,Crime,Drama, Drama,Family,Musical, Comedy,Drama,Musical, Action,Drama,Thriller, Comedy,Drama,Romance, Reality-TV"
Yukie Nakama,1979,NA,"actress,soundtrack","tt0292765,tt0235712,tt0303558,tt0475723",5.957877873675159,nm0620090,"Thriller, History, Comedy, Horror,Mystery,Thriller, Adventure,Comedy,Drama, Comedy,Drama, Mystery, Comedy,Mystery, Action,Drama,Fantasy, Animation,Comedy,Fantasy, Crime,Thriller, Crime,Drama,Mystery, Action,Crime,Drama, Drama, Drama,War, Romance, Animation,Drama,History, Drama,Sci-Fi, Comedy,Drama,Romance, Family, Drama,Music,Romance, Drama,History,War, Comedy,Crime,Mystery"
Elena Sofia Ricci,1962,NA,"actress,director,writer","tt0093274,tt0198819,tt1405810,tt16310080",5.426268350261035,nm0723204,"Thriller, Comedy,Drama,Mystery, Adventure, Comedy, Biography,History, Drama,History, Biography, Comedy,Drama, Crime,Drama,Romance, Drama,Romance, Comedy,Drama,Thriller, Comedy,Romance, Drama, Biography,Drama, Mystery,Thriller, Family, Sci-Fi"
Jelisaveta 'Seka' Sablic,1942,NA,actress,"tt0191733,tt0084302,tt0339865,tt0855822",6.137994160420896,nm0754807,"Drama,History,Thriller, Biography,Drama,History, Comedy,Drama,Family, Comedy, Drama, Animation,Drama,Sci-Fi, Comedy,Crime, Comedy,Drama"
Kelly Sheridan,1977,NA,"actress,soundtrack","tt0290223,tt0247827,tt1751105,tt0288441",6.109025606225589,nm0792198,"Action,Animation,Drama, Animation,Family, Action,Animation,Fantasy, Animation, Adventure,Animation,Drama, Animation,Drama,Sci-Fi, Action,Animation,Family, Animation,Family,Short, Action,Animation,Crime, Action,Adventure,Animation, Animation,Family,Music, Animation,Family,Fantasy, Animation,Musical, Animation,Comedy,Fantasy, Adventure,Animation,Comedy, Animation,Family,Musical, Action,Animation,Horror, Animation,Comedy,Family, Animation,Comedy,Sci-Fi, Animation,Comedy,Drama, Adventure,Animation,Fantasy, Adventure,Animation,Family"
Eleni Zafeiriou,1916,2004,"actress,soundtrack","tt0231939,tt0262485,tt0200615,tt0135123",5.875380452411619,nm0951782,"Action,Adventure,Romance, Comedy, Drama, Drama,War, Action,Adventure,Drama, Drama,Romance,War, Drama,History,Romance, Drama,Romance, Adventure,Drama,Romance"
Michelle Monaghan,1976,NA,"actress,producer","tt0452623,tt0373469,tt0945513,tt2120120",5.998017099276511,nm1157358,"Thriller, Action,Comedy,Fantasy, Action,Thriller, Drama,Mystery,Romance, Action,Comedy, Action,Drama,Mystery, Drama,Horror,Thriller, Drama,Horror, Action,Biography,Crime, Drama,Romance, Comedy,Drama, Drama,Mystery,Thriller, Action,Crime,Drama, Comedy,Romance, Crime,Drama,Mystery, Biography,Drama,Music, Drama, Drama,War, Action,Adventure,Thriller, Biography,Drama, Action,Mystery,Thriller, Comedy,Crime,Mystery"
Ai Hashimoto,1996,NA,actress,"tt1590089,tt1891747,tt2142797,tt3345472",5.876436348409885,nm1169797,"Crime,Mystery, Comedy, Horror, Adventure,Animation,Drama, Comedy,Fantasy,Music, Drama,Romance, Mystery, Comedy,Drama, Drama,Family, Adventure,Drama, Action,Drama,Horror, Drama,Music, Drama, Comedy,Drama,Music, Drama,Family,Sci-Fi, Animation,Fantasy,Romance, Drama,Music,Romance, Drama,Family,Mystery"
Gillian Chung,1981,NA,"actress,soundtrack","tt0351887,tt2495118,tt2473948,tt2189670",5.456216048384266,nm1239735,"Comedy,Fantasy,Romance, Action, Action,Comedy,Horror, Comedy, Action,Comedy, Horror, Drama,History, Drama,Romance, Action,Drama, Drama,Mystery,Thriller, Comedy,Drama, Action,Adventure,Comedy, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Comedy,Horror,Mystery, Drama,Mystery, Action,Adventure,Fantasy, Action,Biography,Drama, Comedy,Fantasy, Comedy,Sport, Comedy,Drama,Romance, Drama,Thriller, Fantasy,Thriller, Adventure,Drama,Fantasy"
Nana Mizuki,1980,NA,"actress,soundtrack,music_department","tt0421357,tt1531061,tt7961060,tt3717532",6.146991087888961,nm1679934,"Action,Animation,Drama, Action,Horror,Sci-Fi, Comedy, Adventure,Animation,Drama, Action,Animation,Fantasy, Animation, Animation,Sport, Action,Animation,Music, Animation,Comedy,Romance, Animation,Drama,Mystery, Action,Adventure,Animation, Action,Animation,Romance, Animation,Fantasy,Short, Animation,Fantasy, Animation,Comedy,Fantasy, Adventure,Animation,Comedy, Fantasy, Animation,Drama,Romance, Adventure,Animation,Biography, Animation,Comedy,Family, Animation,Comedy, Adventure,Animation,Crime, Animation,Comedy,Drama, Action,Animation,Comedy, Adventure,Animation,Fantasy, Animation,Sci-Fi"
Tia Lynn Ballard,1986,NA,"actress,sound_department,miscellaneous","tt1474276,tt6548966,tt2122656,tt1528406",6.029783069851619,nm3631965,"Animation,Fantasy,Thriller, Action,Animation,Drama, Adventure,Animation,Drama, Action,Animation,Fantasy, Animation, Animation,Sport, Animation,Comedy,Romance, Animation,Drama,Sport, Action,Adventure,Animation, Animation,Fantasy, Animation,Comedy,Fantasy, Drama, Animation,Comedy, Animation,Drama,Horror, Animation,Comedy,Sci-Fi, Animation,Comedy,Drama, Action,Animation,Comedy, Adventure,Animation,Fantasy"
Kelly Preston,1962,2020,"actress,soundtrack","tt0312528,tt0116695,tt0126916,tt0185183",5.419883639378195,nm0000593,"Thriller, Comedy, Action,Comedy,Family, Adventure,Family,Sci-Fi, Comedy,Crime, Comedy,Drama, Drama,Romance,Sport, Action,Adventure,Romance, Comedy,Drama,Family, Comedy,Romance, Crime,Drama,Mystery, Action,Western, Mystery,Thriller, Biography,Crime,Drama, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Drama,Romance, Comedy,Family, Drama,Thriller, Drama,Horror,Romance"
Joey Lauren Adams,1968,NA,"actress,soundtrack,director","tt0118842,tt0106677,tt0142342,tt2996684",5.114498759073663,nm0000725,"Thriller, Comedy,Drama,Mystery, Drama,Mystery,Romance, Comedy, Drama,Romance, Comedy,Drama, Comedy,Crime,Drama, Action,Adventure,Comedy, Crime,Thriller, Comedy,Drama,Family, Crime,Drama,Mystery, Action,Adventure,Drama, Drama, Biography,Crime,Drama, Adventure,Family, Comedy,Drama,Romance, Comedy,Family, Family, Drama,Thriller"
Julie Benz,1972,NA,"actress,soundtrack,producer","tt0462499,tt1600194,tt2189221,tt0773262",5.674579525422222,nm0004748,"Thriller, Drama,Mystery,Romance, Drama,Horror,Sci-Fi, Comedy, Comedy,Crime,Thriller, Drama,Horror, Horror,Mystery,Thriller, Action,Drama,Sci-Fi, Drama,Romance, Drama,Mystery,Thriller, Action,Crime,Drama, Crime,Drama,Mystery, Crime,Drama, Comedy,Romance, Drama, Action,Adventure,Thriller, Action,Comedy,Drama"
Aja,1963,2006,"actress,director,soundtrack","tt0137553,tt0189703,tt0153789,tt0147248",6.647517368830869,nm0014959,"Adult,Fantasy,Horror, Adult, Adult,Comedy,Romance, Adult,Comedy, Adult,Comedy,Mystery"
Monica Bleibtreu,1944,2009,"actress,writer","tt0461694,tt0130827,tt0250573,tt1234554",5.943150401786861,nm0088179,"Thriller, Comedy, Horror, Biography,Comedy,Drama, Drama,Romance, Comedy,Drama, Comedy,Crime,Drama, Crime,Drama,Horror, Biography,Drama,History, Comedy,Romance, Drama,Music, Biography,Drama,Music, Drama, Adventure,Family, Comedy,Drama,Romance, Drama,Thriller"
Gülsen Bubikoglu,1954,NA,actress,"tt2261451,tt1861366,tt0290826,tt0204617",5.155709684324255,nm0117815,"Adventure,Comedy,Romance, Comedy, Drama,Romance, Crime,Drama,Romance, Comedy,Drama, Crime,Mystery,Thriller, Adventure,Crime,Drama, Action,Adventure,Crime, Comedy,Romance, Crime,Drama, Drama,Music, Drama, Action,Comedy,Crime, Action,Drama,Romance, Comedy,Musical,Romance, Drama,History,Romance, Comedy,Drama,Romance, Adventure,Comedy, Drama,Music,Romance"
Élisabeth Buré,NA,NA,actress,"tt0365367,tt1389510,tt1874491,tt2308911",4.817534557715245,nm0121083,"Adult, Adult,Drama, Adult,Comedy"
Ivana Chýlková,1963,NA,"actress,soundtrack","tt0239184,tt2130161,tt0109625,tt0097020",5.695083472973785,nm0161729,"Comedy,Fantasy,Horror, Animation,Drama,Fantasy, Comedy, Family,Fantasy, Drama,Fantasy, Comedy,Crime, Comedy,Drama, Drama,Romance, Comedy,Drama,Short, Comedy,War, Comedy,Drama,Thriller, Adventure,Comedy,Fantasy, Fantasy, Crime,Drama, Drama, Biography,Drama, Animation,Comedy,Family, Adventure,Family, Comedy,Drama,Romance, Family, Drama,History,War, Comedy,Crime,Mystery"
Maryam Fakhruddin,1933,2014,actress,"tt0370841,tt0356642,tt0366236,tt0355674",5.845096908760671,nm0265813,"Thriller, Crime,Drama,Thriller, Drama,Musical,Romance, Adventure, Comedy, Drama,History, Drama,Romance, Crime,Drama,Romance, Drama,Fantasy,Horror, Horror,Thriller, Adventure,Drama, Action,Drama,Horror, Crime,Drama, Comedy,Romance, Drama, Romance, Comedy,Musical, Comedy,Drama,Romance, Drama,Thriller, Drama,History,War"
Lidiya Fedoseeva-Shukshina,1938,NA,actress,"tt0450519,tt0174954,tt0091770,tt0075468",5.792761038238554,nm0270214,"Adventure,Drama, Action,Adventure,Comedy, Crime,Drama, Comedy,Family,Fantasy, Comedy, Drama, Romance, Mystery,Thriller, Drama,History, Comedy,Musical,Romance, Drama,Romance, Comedy,Drama, Family"
Ayumi Ito,NA,NA,actress,"tt0481507,tt0468846,tt0385700,tt0117797",5.874374459705759,nm0411683,"Thriller, Animation,Fantasy,Music, Adventure, Crime, Horror, Drama,Romance,War, Horror,Mystery, Drama,Horror,Thriller, Comedy,Music, Music, Drama,Romance, Mystery, Comedy,Drama, Crime,Drama,Romance, Action,Adventure,Animation, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Crime,Drama, Action,Adventure,Drama, Drama, Comedy,Sport, Crime,Drama,Music, Sport, Drama,Music,Romance, Crime,Mystery"
Padmini Kolhapure,1965,NA,"actress,music_department,soundtrack","tt0084866,tt0381864,tt0084532,tt0080926",5.792698910621244,nm0464075,"Thriller, Drama,Musical,Romance, Drama,Family,Romance, Romance,Thriller, Horror, Drama,Horror, Drama,Romance, Comedy,Drama, Action,Drama, Crime,Mystery,Thriller, Comedy,Sci-Fi, Family,Romance, Drama,Family, Comedy,Romance, Crime,Drama, Action,Crime,Drama, Drama, Action,Comedy,Crime, Romance, Action,Drama,Thriller, Comedy,Drama,Romance, Family, Action,Comedy,Drama, Drama,Musical, Adventure,Crime,Mystery"
Rio Locsin,NA,NA,actress,"tt0496992,tt0474912,tt1543049,tt0186192",6.36253483177754,nm0517034,"Action,Drama,War, Crime,Drama,Thriller, Comedy, Drama,Romance, Drama,Family, Crime,Drama,Mystery, Comedy,Romance, Action,Adventure,Crime, Action,Adventure,Drama, Drama, Drama,War, Romance, Action,Adventure,Fantasy, Comedy,Drama,Musical, Action,Crime, Comedy,Drama,Romance, Drama,Thriller, Drama,Family,Fantasy, Drama,Music,Romance, Drama,Musical, Drama,Horror,Romance"
Leslie Malton,1958,NA,actress,"tt0082933,tt0103432,tt0099958,tt0122658",5.66508366779167,nm0540804,"Thriller, Action,Thriller, Action, Crime, Comedy, Family,Fantasy, Horror, Drama,Sport, Comedy,Drama, Drama,Romance, Action,Drama,Family, Crime,Drama,Mystery, Drama, Adventure,Family,Fantasy"
Karen Mok,1970,NA,"actress,soundtrack,music_department","tt0112913,tt0327437,tt0115693,tt0300620",5.472648816490593,nm0596297,"Action,Comedy,Fantasy, Action, Horror, Action,Comedy, Comedy,Drama, Action,Drama, Drama,Mystery,Thriller, Drama,Romance, Documentary, Action,Adventure,Animation, Comedy,Crime,Drama, Horror,Thriller, Action,Adventure,Comedy, Comedy,Drama,Family, Fantasy, Comedy,Romance, Crime,Drama, Drama, Action,Comedy,Crime, Action,Crime,Thriller, Comedy,Drama,Romance, Comedy,Horror, Comedy,Drama,History"
Neelam Kothari,1968,NA,actress,"tt0216817,tt0098999,tt0363666,tt0102702",5.020926158027974,nm0624174,"Action,Thriller, Action, Action,Comedy, Comedy,Crime, Comedy,Drama, Action,Drama, Drama,Romance, Drama,Family, Action,Drama,Fantasy, Action,Crime,Drama, Comedy,Romance, Drama, Romance, Action,Drama,Romance, Action,Drama,Thriller, Family, Action,Comedy,Drama"
