primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
David S. Cass Sr.,1942,2020,"actor,stunts,director","tt0096244,tt0103003,tt2195666,tt0084827",5.155916979981546,nm0003180,"Family,Western, Comedy, Drama,Family,Romance, Drama,Romance, Western, Comedy,Mystery, Drama,Western, Drama,Family, Action,Drama,Western, Crime,Drama,Sci-Fi, Comedy,Drama,Family, Crime,Drama,Mystery, Comedy,Romance, Action,Adventure,Drama, Drama, Romance, Drama,Family,Western, Comedy,Drama,Romance, Family, Family,Fantasy,Sci-Fi"
Terence Fisher,1904,1980,"director,editor,editorial_department","tt0045787,tt0051554,tt0046041,tt0050280",5.425197694116751,nm0279807,"Crime,Mystery, Drama,Horror,Music, Crime,Drama,Thriller, Drama,Horror,Sci-Fi, Comedy, Drama,Sport, Horror, Horror,Mystery, Drama,Horror, Sci-Fi,Thriller, Adventure,Drama,History, Crime,Drama,Film-Noir, Drama,Romance, Horror,Mystery,Sci-Fi, Romance,Sci-Fi, Adventure,Horror, Horror,Sci-Fi, Horror,Sci-Fi,Thriller, Crime,Drama,Mystery, Crime,Drama, Drama, Comedy,Horror,Mystery, Drama,Mystery, Action,Adventure,History, Comedy,Crime,Mystery"
Harvey Hart,1928,1989,"director,producer,writer","tt0341777,tt0060028,tt0098071,tt0075212",5.380106317387769,nm0366314,"Adventure, Comedy, Adventure,Drama,Thriller, Drama,Mystery,Thriller, Drama,Family, Horror,Sci-Fi, Crime,Drama, Crime,Drama,Mystery, Action,Crime,Drama, Drama, Drama,Horror,Mystery, Drama,Family,Western, Action,Drama,Thriller, Adventure,Comedy, Adventure,Mystery,Thriller, Sci-Fi"
Shakti Samanta,1926,2009,"director,producer,writer","tt0065416,tt0246420,tt0068217,tt0066758",5.9054263420774715,nm0759662,"Action, Drama,Musical,Romance, Comedy, Romance,Thriller, Musical,Thriller, Drama,Romance, Action,Drama, Mystery, Crime,Drama,Romance, Musical,Romance, Drama,Family, Family,Musical,Romance, Crime,Thriller, Action,Crime,Drama, Drama,Music, Drama, Romance, Action,Drama,Romance, Drama,Family,Musical, Comedy,Musical,Romance, Action,Crime,Romance, Comedy,Crime,Romance, Musical,Romance,Thriller"
George Schaefer,1920,1997,"director,producer,writer","tt0831400,tt0109254,tt0394611,tt0055112",6.640020272263804,nm0769615,"Thriller, Crime,Drama,Thriller, Comedy, Drama,Fantasy, Drama,History, Biography,Drama,Romance, Drama,Romance, Crime,Drama,Romance, Comedy,Drama, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Adventure,History, Biography,Drama,History, Family,Musical, Drama, Biography,Drama, Comedy,Musical, Comedy,Fantasy, Adventure,Family,Fantasy, Comedy,Drama,Musical, Comedy,Drama,Romance, Comedy,Crime,Romance, Comedy,Family, Drama,Thriller, Drama,Fantasy,Musical, Musical, Drama,History,War"
Sion Sono,1961,NA,"director,writer,actor","tt1632547,tt0312843,tt2409302,tt1128075",5.57246989955978,nm0814469,"Comedy,Drama,Mystery, Action, Action,Comedy,Horror, Fantasy,Horror,Thriller, Crime, Drama,Horror, Drama,Romance, Comedy,Drama, Drama,Mystery,Thriller, Crime,Drama,Horror, Comedy,Mystery,Sci-Fi, Action,Drama,Fantasy, Action,Crime,Drama, Crime,Drama, Drama, Action,Musical, Action,Comedy,Crime, Drama,Horror,Mystery, Fantasy,Horror, Drama,Sci-Fi, Comedy,Drama,Musical, Comedy,Drama,Romance, Action,Comedy,Drama, Drama,Horror,Romance, Comedy,Horror, Sci-Fi"
Hanung Bramantyo,1975,NA,"writer,director,producer","tt8474974,tt3000462,tt1053226,tt18312712",6.018452827561131,nm2538739,"Biography,Drama,Family, Action, Comedy, Horror, Drama,Horror, Drama,History, Biography,Drama,Romance, Drama,Romance, Comedy,Drama, Action,Drama,History, Biography,Drama,History, Comedy,Drama,Family, Comedy,Romance, Action,Adventure,Drama, Drama, Comedy,Drama,Romance"
Joe D'Amato,1936,1999,"director,cinematographer,camera_department","tt0068972,tt0083565,tt0074472,tt0089091",4.870665919386074,nm0001090,"Thriller, Drama,Mystery,Romance, Action,War, Adult,Drama,Horror, Comedy, Horror, Documentary,Musical, Horror,Mystery, Drama,Horror, Drama,Horror,Thriller, Western, Documentary, Horror,Sci-Fi,Thriller, Adult,Horror, Adult,Thriller, Fantasy,Romance, Adventure,Romance, Crime,Drama, Mystery,Romance,Thriller, Adult,Drama,Romance, Adult,Drama,History, Adventure,History,Romance, Romance,Thriller, Drama,Romance,Thriller, Action,Adventure, Drama,History, Adult,Drama,Sport, Documentary,Horror, Drama,Romance, Adventure,Horror, Adventure,Western, Drama,Western, Adult,Drama, Crime,Horror,Romance, Action,Sci-Fi,Thriller, Drama, Drama,War, Action,Adult,Drama, Action,Adventure,Fantasy, Horror,Mystery,Romance, Adult,Adventure,Drama, Adventure,Fantasy, Adult, Drama,Thriller"
Giuliano Carnimeo,1932,2016,"director,assistant_director,writer","tt0063158,tt0073713,tt0085514,tt0055577",5.0956593063372715,nm0002189,"Comedy, Horror, Action,Comedy, Adventure,Comedy,Western, Action,Sci-Fi, Western, Drama,Western, Crime,Drama, Action,Crime,Drama, Action,Western, Action,Comedy,Crime, Adventure,Drama,Family, Comedy,Western, Crime,Horror,Mystery"
Kostas Andritsos,1916,1994,"director,writer,editor","tt0135540,tt0135407,tt0232275,tt1111237",4.690051653050097,nm0029042,"Comedy,Romance, Crime,Drama, Adventure,Drama,War, Comedy, Action,Adventure,Drama, Drama, Crime, Comedy,Musical,Romance, Drama,Romance, Comedy,Drama, Adventure,Biography,History"
Alex de Renzy,1935,2001,"director,producer,cinematographer","tt0075715,tt0132628,tt0074523,tt0123393",5.507576701436163,nm0211108,"Adult,Crime,Drama, Adult,Fantasy, Adult,Western, Adult,Comedy,Fantasy, Adult,Crime, Documentary, Adult, Adult,Drama,Romance, Adult,Drama, Adult,Comedy"
Claude Lelouch,1937,NA,"director,writer,producer","tt0328802,tt0061138,tt0108370,tt0116555",5.6601066942273475,nm0500988,"Adventure,Drama,Fantasy, Comedy,Drama,Mystery, Comedy, Drama,History, Adventure,Comedy,Drama, Biography,Drama,Romance, Comedy,Crime, Drama,Romance, Comedy,Drama, Crime,Drama,Romance, Comedy,Crime,Drama, Crime,Thriller, Crime,Drama,Mystery, Drama,Music, Adventure,Comedy,Crime, Comedy,Romance, Drama, Drama,War, Documentary,Sport, Comedy,Drama,Musical, Comedy,Drama,Romance, Comedy,Crime,Romance, Drama,Thriller, Documentary,Drama,War, Adventure,Drama,Romance"
Mariano Ozores,1926,NA,"writer,director,actor","tt0074424,tt0067049,tt0057154,tt0060792",4.6273488609418925,nm0654839,"Comedy,Family,Musical, Comedy,Fantasy,Horror, Action, Comedy, Drama, Comedy,Musical, Comedy,Musical,Romance, Drama,Sci-Fi, Adventure,Comedy, Comedy,Western, Comedy,Crime,Mystery"
Claude Pierson,1924,1997,"director,producer,writer","tt0833436,tt0355440,tt1185000,tt25383512",4.90750617391141,nm0682749,"Fantasy,Sci-Fi, Adult,Adventure,Comedy, Adult,Fantasy, Comedy, Drama, Romance, Adult,Romance, Adult, Adult,Drama, Adult,Comedy"
Michael Schultz,NA,NA,"director,producer,music_department","tt0089444,tt0089461,tt0074281,tt0072820",5.554573062937797,nm0776317,"Thriller, Action, Comedy,Family,Fantasy, Comedy, Action,Adventure, Comedy,Crime, Comedy,Drama, Drama,Romance, Adventure,Comedy,Fantasy, Drama, Comedy,Drama,Music, Biography,Drama, Adventure,Family, Adventure,Sci-Fi, Comedy,Drama,Romance, Action,Biography,Comedy, Action,Comedy,Drama, Adventure,Drama,Sci-Fi"
Sam Irvin,1956,NA,"director,producer,soundtrack","tt0101983,tt0414731,tt0120684,tt0265171",5.065633818247534,nm0006787,"Thriller, Comedy, Romance,Thriller, Adventure,Comedy,Family, Adventure,Comedy,Sci-Fi, Comedy,Mystery,Thriller, Comedy,Crime, Crime,Mystery,Thriller, Comedy,Sci-Fi, Drama,Romance, Comedy,Drama, Drama,Mystery,Thriller, Comedy,Drama,Family, Comedy,Romance, Adventure,Comedy,Crime, Action,Sci-Fi,Thriller, Drama, Romance, Comedy,Drama,Romance, Drama,Thriller, Drama,Family,Fantasy, Comedy,Horror"
Enrique Carreras,1925,1995,"director,writer,producer","tt0183413,tt0178962,tt0183058,tt0061631",4.862541488307967,nm0140241,"Fantasy,Horror,Thriller, Comedy, Adventure,Comedy,Family, Comedy,Drama, Comedy,Family,Musical, Action,Adventure,Comedy, Crime,Drama,Mystery, Comedy,Horror,Musical, Comedy,Romance, Drama, Comedy,Musical, Comedy,Musical,Romance, Comedy,Drama,Musical, Comedy,Musical,Sci-Fi, Comedy,Family, Drama,Musical, Comedy,Horror"
Peque Gallaga,1943,2020,"director,writer,actor","tt13582504,tt0159456,tt0155844,tt0086056",5.747728792916309,nm0302323,"Action,Thriller, Action,Drama,War, Adventure,Comedy,Family, Horror, Action,Comedy, Drama,Romance,Thriller, Drama,Horror,Thriller, Comedy,Horror,Thriller, Drama,Romance, Action,Drama, Action,Fantasy,Sci-Fi, Crime,Drama, Drama, Drama,War, Action,Adventure,Fantasy, Comedy,Fantasy, Adventure,Comedy, Comedy,Horror"
Giorgio Simonelli,1901,1966,"director,editor,writer","tt0053123,tt0027350,tt0050088,tt0033444",4.877539290922163,nm0800547,"Adventure,Comedy,Fantasy, Adventure,Drama, Comedy,Crime,Horror, Comedy, Action,Adventure,Drama, Comedy,Musical, Comedy,Crime, Western, Adventure,Comedy, Comedy,Western, Drama,Musical, Musical"
Steno,1917,1988,"writer,director,assistant_director","tt0079702,tt0069109,tt0043606,tt0052308",5.576085771140774,nm0826642,"Adventure,Comedy,Romance, Adventure, Comedy,Crime,Horror, Comedy, Action,Comedy, Comedy,Crime, Comedy,Drama, Comedy,Sci-Fi, Comedy,War, Comedy,Crime,Drama, Comedy,Thriller, Adventure,Crime,Drama, Comedy,Romance, Crime,Drama, Action,Comedy,Crime, Comedy,Musical, Comedy,History, Drama,Thriller, Comedy,Western, Comedy,Horror, Comedy,Crime,Mystery"
Ümit Efekan,1949,NA,"director,assistant_director,sound_department","tt5524044,tt0303009,tt0311319,tt14617798",4.607605035172098,nm1089605,"Comedy, Comedy,Drama,Sport, Comedy,Drama, Drama,Romance, Adventure,Drama, Drama,Music, Drama, Romance, Action,Drama,Romance, Comedy,Drama,Romance, Adventure,Comedy, Drama,Thriller, Drama,Music,Romance, Adventure,Drama,Romance"
Wim Wenders,1945,NA,"director,producer,writer","tt0101458,tt0107209,tt0093191,tt0087884",6.03159383477035,nm0000694,"Drama,Fantasy,Romance, Drama,Sport, Drama,Romance,Thriller, Biography,Documentary,History, Action,Drama,Sci-Fi, Documentary,Drama, Drama,Romance, Documentary, Drama,Mystery,Thriller, Crime,Drama,Mystery, Drama,Music, Biography,Documentary, Drama, Documentary,Music, Drama,War, Biography,Drama, Drama,Thriller"
Hark Tsui,1950,NA,"producer,director,writer","tt0103285,tt1123373,tt13462900,tt1686784",5.66874721610276,nm0007139,"Action,Comedy,Fantasy, Action,Thriller, Action, Action,Adventure,Biography, Comedy, Action,Comedy, Action,Drama,Sci-Fi, Comedy,Crime, Action,History, Action,Adventure,Comedy, Crime,Thriller, Action,Adventure,Drama, Action,Crime,Thriller, Comedy,Crime,Romance, Comedy,Drama,History, Action,Crime,War, Action,Comedy,Horror, Action,Fantasy, Action,Comedy,Sci-Fi, Drama,Fantasy,Romance, Action,Adventure, Drama,Fantasy, Action,Drama, Drama,Fantasy,Horror, Action,Drama,History, Adventure,Comedy,Fantasy, Action,Horror,Mystery, Comedy,Romance, Drama, Action,Comedy,Crime, Action,Adventure,Fantasy"
Hasan El-Emam,1919,1988,"director,writer,producer","tt0347333,tt0343169,tt0373822,tt0342462",5.63504660229926,nm0015648,"Drama,Musical,Romance, Comedy,Music, Drama,Romance,Thriller, Drama,History, Drama,Romance, Crime,Drama,Romance, Adventure,Music,Romance, Comedy,Romance, Drama, Romance, Biography,Crime,Drama, Comedy,Musical,Romance, Drama,History,Romance, Comedy,Drama,Musical, Drama,Music,Romance, Drama,Musical"
Mehmet Aslan,1931,1987,"director,writer,actor","tt0335136,tt0277068,tt0277819,tt3251764",5.103054732326518,nm0037571,"Adventure,Drama,Western, Adventure, Action,Adventure, Drama,Romance, Western, Adventure,Drama, Adventure,Crime,Drama, Crime,Drama, Comedy,Romance, Action,Adventure,Drama, Drama, Action,Adventure,Fantasy, Adventure,Fantasy,History, Action,Adventure,History, Action,Crime,Romance, Adventure,Comedy, Adventure,Crime, Adventure,Crime,Mystery"
Rafael Baledón,1919,1994,"actor,director,writer","tt0274780,tt0271116,tt0277619,tt0283282",5.875035026029147,nm0050048,"Comedy,Fantasy,Romance, Action,Drama,War, Adventure,Drama,Western, Comedy, Horror, Adventure,Comedy,Drama, Comedy,Drama, Action,Adventure,Comedy, Comedy,Drama,Family, Crime,Drama,Family, Action,Adventure,Crime, Action,Adventure,Drama, Drama,Horror,Mystery, Crime,Drama,Musical, Drama,Family,Western, Comedy,Drama,Musical, Action,Drama,Thriller, Fantasy,Horror,Western, Adventure,Comedy, Action,Comedy,Drama, Adventure,Comedy,War, Adventure,Drama,Mystery, Horror,Mystery,Thriller, Comedy,Fantasy,Musical, Drama,Western, Drama,Family, Horror,Sci-Fi, Action,Drama,Western, Adventure,Drama, Comedy,Drama,Western, Comedy,Romance, Action,Crime,Drama, Action,Adventure,Sci-Fi, Drama, Comedy,Drama,Music, Comedy,Musical, Comedy,Fantasy, Crime,Drama,Music, Comedy,Drama,Romance"
David Dhawan,1955,NA,"director,editor,writer","tt0207341,tt0418362,tt0106204,tt0267548",5.143703508951319,nm0223522,"Action,Comedy,Musical, Comedy, Action,Comedy, Drama,Romance,Thriller, Comedy,Drama, Action,Drama, Action,Comedy,Romance, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Comedy,Drama,Musical, Comedy,Drama,Romance, Comedy,Crime,Romance, Action,Comedy,Drama"
Hong Sang-soo,1960,NA,"director,writer,producer","tt4768776,tt6462506,tt1176096,tt11697690",5.509064234015967,nm0393254,"Drama, Comedy,Drama, Comedy,Drama,Romance, Drama,Romance"
Tatsumi Kumashiro,1927,1995,"director,writer,assistant_director","tt0224100,tt0109310,tt0220570,tt0078742",5.432526654731935,nm0436770,"Crime,Drama, Comedy,Romance, Crime, Comedy, Drama, Romance, Drama,Horror, Drama,Romance, Comedy,Drama, Action,Crime, Adult, Crime,Drama,Romance, Adult,Drama"
Wolfgang Liebeneiner,1905,1987,"director,actor,writer","tt0044312,tt0029279,tt0236861,tt0033750",6.734094616176335,nm0509327,"Comedy,Fantasy,Romance, Comedy, Animation, Biography, Adventure,Drama,History, Drama,Romance, Music,Romance, Comedy,Crime,Drama, Comedy,Drama,Family, Comedy,Romance, Action,Adventure,Family, Drama, Drama,War, Comedy,Musical, Comedy,Drama,Romance, Musical"
Bruno Mattei,1931,2007,"director,editor,writer","tt0098321,tt0074729,tt0092921,tt0094059",4.345619763376764,nm0559769,"Thriller, Action, Action,War, Adventure, Comedy, Action,Horror,Sci-Fi, Documentary,Horror, Documentary, Adult,Documentary, Drama,Western, Horror,Sci-Fi, Action,Drama,Western, Crime,Drama,Horror, Horror,Sci-Fi,Thriller, Horror,Thriller, Action,Adventure,Comedy, Action,Crime,Drama, Action,Adventure,Drama, Drama, Horror,Thriller,War, Mystery,Thriller, Action,Adventure,Fantasy, Action,Biography,Drama, Adult, Action,Adventure,War"
Henri Pachard,1939,2008,"director,actor,writer","tt0083826,tt0123574,tt0078821,tt0128683",5.68756882762936,nm0655230,"Action,Thriller, Adult,Crime,Drama, Adult,Comedy,Drama, Comedy, Adult,Romance, Action,Drama, Adult,Drama, Horror,Thriller, Adult,Thriller, Adult,Comedy,Crime, Drama, Adult,Western, Romance, Adult,Comedy,Fantasy, Adult, Adult,Drama,Romance, Adult,Comedy,Romance, Adult,Comedy"
Atef Salem,1927,2002,"director,assistant_director,writer","tt0275452,tt0317645,tt0359732,tt0342962",5.567693752015769,nm0757990,"Drama,Sci-Fi,Thriller, Drama,Musical,Romance, Romance,Thriller, Drama,Romance, Crime,Drama,Romance, Musical,Romance, Comedy,Drama,Family, Crime,Drama,Mystery, Crime,Drama, Action,Adventure,Drama, Drama, Comedy,Drama,Music, Action,Drama,Romance, Drama,History,Romance, Comedy,Drama,Romance, Drama,Thriller"
Arthur Hiller,1923,2016,"director,producer,actor","tt0067217,tt0079336,tt0098282,tt0066011",5.4971143807326355,nm0002137,"Comedy,Drama,Mystery, Comedy, Horror, Comedy,Crime, Comedy,Drama, Drama,Romance, Action,Adventure,Comedy, Comedy,Drama,Family, Comedy,Romance, Drama, Drama,War, Action,Comedy,Crime, Biography,Drama,Sport, Biography,Drama, Comedy,Sport, Comedy,Drama,Romance, Drama,Fantasy,Musical, Adventure,Drama,Family"
Tito Davison,1912,1985,"writer,director,actor","tt0040300,tt0243877,tt0045662,tt0039742",5.807533275499574,nm0205760,"Comedy, Drama,Romance,War, Biography,Drama,Musical, Comedy,Fantasy,Mystery, Drama,Romance, Drama,Mystery,Thriller, Comedy,Drama,Fantasy, Drama,Family, Action,Drama,Family, Adventure,Crime,Drama, Drama,Music, Drama, Comedy,Drama,Music, Biography,Drama, Comedy,Musical, Drama,Family,Musical, Comedy,Drama,Musical, Drama,Family,Fantasy, Drama,Musical, Adventure,Drama,Romance"
Mehmet Dinler,1928,2021,"director,writer","tt0284529,tt0477876,tt0438151,tt0381168",5.260155059852375,nm0227762,"Comedy, Adventure,Comedy,Drama, Drama,Romance, Crime,Drama,Romance, Adventure,Drama, Comedy,Romance, Crime,Drama, Drama, Romance, Comedy,Fantasy, Comedy,Drama,Romance, Adventure,Comedy, Comedy,Crime,Romance, Comedy,Western, Drama,Music,Romance"
Helmut Käutner,1908,1980,"director,writer,actor","tt0047172,tt0053217,tt0053867,tt0049293",6.812514263993771,nm0477702,"History, Crime,Drama,History, Comedy, Crime, Drama,Romance,War, Comedy,History,Musical, Drama,History, Crime,Drama,Film-Noir, Comedy,Drama, Drama,Romance, Comedy,War, Comedy,Thriller, Biography,Drama,History, Fantasy, Crime,Drama, Drama, Drama,War, Adventure,Musical, Comedy,Family,Romance, Comedy,Musical, Comedy,Drama,Romance"
Sam Mason-Bell,NA,NA,"producer,writer,director","tt8090624,tt19288998,tt10682030,tt15512500",4.870032094552262,nm3848412,"Thriller, Fantasy,Horror,Thriller, Crime, Drama, Horror, Drama,Horror,Mystery, Drama,Horror,Thriller, Horror,Mystery,Thriller, Drama,Mystery,Thriller, Horror,Thriller"
Salah Abouseif,1915,1996,"director,writer,assistant_director","tt0342396,tt0053652,tt0040617,tt0318821",5.965378809736684,nm0008906,"Drama,Musical,Romance, Crime,Drama,History, Drama,History, Drama,Romance, Comedy,Drama, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Comedy,Drama,Thriller, Drama,History,Thriller, Biography,Drama,History, Crime,Thriller, Action,Crime,Drama, Drama, Romance, Drama,History,Romance, Action,Drama,Thriller"
Dasari Narayana Rao,1947,2017,"director,writer,actor","tt0292570,tt0251834,tt0262781,tt0262447",6.625059210169136,nm0201927,"Action,Thriller, Action, Drama,Musical,Romance, Drama,Family,Romance, Comedy, Comedy,Drama, Action,Drama, Drama,Romance, Action,Drama,History, Drama,Family, Family,Romance, Action,Drama,Family, Drama, Action,Drama,Romance, Action,Biography,Drama, Action,Drama,Thriller, Comedy,Drama,Romance, Family, Action,Comedy,Drama, Drama,Musical"
Chuck Vincent,1940,1991,"director,writer,producer","tt0085719,tt0083007,tt0175092,tt0079356",5.417556702668376,nm0227661,"Thriller, Comedy,Fantasy,Romance, Action,Thriller, Comedy, Horror, Adult,Romance, Comedy,Drama, Adult,Drama, Adult,Drama,Mystery, Drama, Comedy,Fantasy, Comedy,Crime,Romance, Adult, Drama,Thriller, Adult,Comedy,Romance, Adult,Comedy,Sci-Fi, Adult,Comedy"
Val Guest,1911,2006,"writer,director,soundtrack","tt0054790,tt0053900,tt0061452,tt0056121",5.561762057239422,nm0346436,"Comedy,Crime,Mystery, Action, Crime,Drama,Thriller, Comedy,Crime,Family, Comedy, Adventure,Fantasy,Romance, Comedy,Drama, Comedy,Sci-Fi, Action,Adventure,Comedy, Crime,Thriller, Crime,Drama,Mystery, Action,Crime,Thriller, Adventure,Comedy, Adventure, Drama,Romance,Sci-Fi, Crime,Mystery,Thriller, Adventure,Horror, Action,Drama,History, Horror,Sci-Fi, Action,Crime,Drama, Drama,Music, Comedy,Romance, Drama, Drama,War, Comedy,Musical, Comedy,Musical,Sci-Fi, Comedy,Family, Sci-Fi"
Remzi Jöntürk,1936,1987,"director,writer,actor","tt8857300,tt0479248,tt7562622,tt8472664",4.975237891718326,nm0433657,"Action, Adventure, Comedy, Drama,Romance,War, Drama,History, Adventure,Drama,History, Drama,Romance, Western, Action,Drama, Action,History, Adventure,Drama, Action,Crime,Drama, Drama,Music, Action,Romance, Drama, Adventure,Fantasy, Action,Adventure,History, Adult, Adventure,Drama,Romance"
John Murlowski,NA,NA,"director,producer,cinematographer","tt0155110,tt0313285,tt5238904,tt1410020",4.705944089288547,nm0613981,"Thriller, Crime, Comedy, Horror, Action,Comedy,Family, Drama,Horror,Thriller, Sci-Fi,Thriller, Comedy,Drama, Horror,Thriller, Comedy,Drama,Family, Action,Horror,Mystery, Comedy,Romance, Adventure,Comedy,Crime, Action,Sci-Fi,Thriller, Biography,Crime,Thriller, Romance, Mystery,Thriller, Drama,Sci-Fi, Drama,Thriller"
R.G. Springsteen,1904,1989,"director,assistant_director,production_manager","tt0042543,tt0046927,tt0048595,tt0040709",5.282689660482965,nm0819806,"Drama,Mystery,Romance, Crime,Drama,History, Comedy, Drama,Music,Western, Comedy,Music,Romance, Crime,Drama,Film-Noir, Drama,Romance, Western, Drama,Western, Crime,Drama, Action,Adventure,Crime, Drama, Drama,War, Comedy,Musical, Drama,Thriller, Comedy,Western, Comedy,Crime,Mystery"
Norman Taurog,1899,1981,"director,writer,miscellaneous","tt0045102,tt0029844,tt0022397,tt0029942",5.201280633144559,nm0851537,"Comedy, Comedy,Crime, Comedy,Drama, Comedy,Sci-Fi, Documentary, Comedy,Crime,Drama, Comedy,Mystery,Romance, Comedy,Drama,Family, Comedy,Musical,Sport, Comedy,Drama,Music, Comedy,Musical, Comedy,Musical,Romance, Comedy,Drama,Romance, Comedy,Western, Musical, Comedy,Crime,Mystery"
Paul Ziller,NA,NA,"director,writer,editor","tt27405162,tt21841642,tt4652128,tt2039399",5.358566737611021,nm0956484,"Thriller, Crime,Drama,Thriller, Action, Action,Horror,Sci-Fi, Action,Sci-Fi, Sci-Fi,Thriller, Drama,Romance, Action,Drama, Action,Adventure,Horror, Mystery, Action,Adventure,Comedy, Action,Drama,Horror, Comedy,Romance, Action,Sci-Fi,Thriller, Action,Crime,Drama, Action,Adventure,Drama, Crime,Drama,Mystery, Romance, Adventure,Family, Action,Adventure,Mystery, Action,Drama,Thriller, Comedy,Drama,Romance, Comedy,Horror, Sci-Fi"
Wenn V. Deramas,NA,2016,"director,writer,actor","tt2996804,tt0336878,tt0352080,tt1781768",5.462562135336147,nm1212770,"Action,Adventure,Comedy, Action,Comedy,Fantasy, Comedy,Romance, Comedy, Drama,Horror,Thriller, Comedy,Fantasy, Comedy,Musical,Romance, Drama,Romance, Comedy,Drama, Action,Comedy,Drama, Drama,Family,Fantasy, Comedy,Horror"
Mac Alejandre,NA,NA,"director,miscellaneous,assistant_director","tt2118570,tt1366419,tt13702138,tt1129401",6.137560586210737,nm1246883,"Action,Comedy,Fantasy, Action,Adventure,Comedy, Drama,Mystery,Romance, Comedy,Romance, Comedy, Drama, Action,Adventure,Drama, Romance, Drama,Romance, Comedy,Drama, Comedy,Drama,Romance"
Swapan Saha,1930,NA,"director,writer,producer","tt1423887,tt5465496,tt7205750,tt8714786",5.740042143720919,nm3235404,"Action, Drama,Musical,Romance, Adventure, Action,Musical,Romance, Horror,Mystery,Thriller, Drama,Romance, Action,Drama, Comedy,Drama, Action,Drama,Musical, Action,Comedy,Romance, Drama, Romance, Action,Drama,Romance, Action,Drama,Thriller, Drama,Musical"
Marino Girolami,1914,1994,"director,writer,producer","tt0122788,tt0058436,tt0053686,tt0173831",5.102634938924835,nm0320946,"Comedy,Fantasy,Western, Comedy, Adventure,Drama,History, Adventure,Horror,Mystery, Action,Drama, Western, Documentary, Drama,Western, Action,Crime,Drama, Crime,Drama, Action,Adventure,Mystery, Action,Crime,Thriller, Drama,Thriller, Comedy,Western, Adult,Comedy,Romance, Comedy,Horror"
Cirio H. Santiago,1936,2008,"director,producer,writer","tt0067100,tt0077666,tt0358279,tt0086381",4.562736984267031,nm0379391,"Thriller, Action,Thriller, Action,Crime,War, Action, Action,Drama,War, Action,War, Action,Sci-Fi, Action,Drama, Horror,Thriller, Action,Crime,Drama, Action,Adventure,Family, Action,Adventure,Sci-Fi, Crime,Drama, Action,Drama,Thriller, Action,Crime,Thriller, Action,Crime, Adventure,Drama,Family, Action,Comedy,Drama, Action,Adventure,War, Comedy,Horror"
Ismael Rodríguez,1917,2004,"writer,director,producer","tt0039047,tt0244640,tt0055646,tt0051090",6.062857313043947,nm0735879,"Crime,Drama,Thriller, Adventure,Drama,Western, Adventure,Comedy,Family, Comedy, Drama,Romance,War, Horror,Romance,Sci-Fi, Adventure,Comedy,Drama, Comedy,Drama, Documentary, Comedy,Crime,Drama, Crime,Drama,Mystery, Action,Adventure,Drama, Comedy,Musical,Romance, Comedy,Drama,Musical, Comedy,Horror,Sci-Fi, Adventure,Horror,Mystery, Drama,Romance, Drama,Fantasy,Horror, Action,Drama,History, Drama,Western, Drama,Family, Crime,Drama,Horror, Biography,Drama,Music, Drama, Action,Comedy,Crime, Drama,War, Comedy,Drama,Music, Comedy,Drama,Romance, Adventure,Drama,Family"
Eckhart Schmidt,1938,NA,"director,editor,writer","tt0064711,tt0111064,tt0103166,tt7653408",5.747517483838065,nm0772905,"Thriller, Drama,Horror,Music, Comedy, Drama,Fantasy,Romance, Drama,Romance, Comedy,Drama, Documentary, Comedy,Sci-Fi, Crime,Drama,Romance, Crime,Drama,Horror, Horror,Music,Mystery, Comedy,Romance, Drama, Fantasy,Horror,Mystery"
Lesley Selander,1900,1979,"director,assistant_director,miscellaneous","tt0039194,tt0039042,tt0039707,tt0028180",5.087714197639785,nm0782947,"Romance,Western, Adventure,Drama,Western, Adventure, Drama,Romance,War, Adventure,War,Western, Action,Romance,Western, Western, Drama,Western, Adventure,Drama, War, Adventure,Romance, Biography,Drama,War, Action,Adventure,Drama, Drama, Drama,War, Drama,Sci-Fi, Adventure,Drama,Romance"
Kartal Tibet,1939,2021,"director,actor,writer","tt0274931,tt0808240,tt0252361,tt0253616",6.031103721423145,nm0862605,"Action,Comedy,Romance, Comedy,Romance,Sci-Fi, Comedy,Romance, Comedy, Action,Comedy,Sci-Fi, Drama, Adventure,Comedy,Drama, Comedy,Drama, Comedy,Drama,Romance, Drama,Romance, Comedy,Crime,Drama"
Pupi Avati,1938,NA,"writer,director,producer","tt0085597,tt0098390,tt1267498,tt1249306",5.538361228246089,nm0002194,"Comedy, Fantasy,History,Romance, Horror, Biography,History, Horror,Mystery, Horror,Mystery,Thriller, Drama,History, Comedy,Horror,Thriller, Adventure,Drama,History, Comedy,Drama, Drama,Romance, Drama,Fantasy,Horror, Musical,Romance, Horror,Thriller, Comedy,Romance, Biography,Drama,Music, Drama, Drama,War, Biography,Drama, Comedy,Musical, Comedy,Drama,Romance"
Keisuke Kinoshita,1912,1998,"writer,director,producer","tt0051980,tt0047300,tt0043699,tt0047281",5.868185392053222,nm0455839,"Comedy, Drama, Drama,War, Drama,Romance, Comedy,Drama,Romance, Action,Crime, Drama,History,War"
